msa,firms,fsize,fage4,job_creation_births,job_creation_continuers,job_destruction,year2
31900,668,m,l,609,1715,4063,2002
32580,735,m,a,5708,0,0,2002
32580,506,m,b,51,1061,1393,2002
32580,476,m,c,299,1343,1010,2002
32580,455,m,d,118,1320,1548,2002
32580,370,m,e,913,997,1017,2002
32580,343,m,f,456,594,945,2002
32580,1147,m,g,490,1898,3156,2002
32580,800,m,h,242,2176,3050,2002
32580,572,m,i,264,1077,1571,2002
32580,416,m,j,373,853,2711,2002
32580,875,m,l,2655,3706,9265,2002
32780,458,m,a,2234,0,0,2002
32780,363,m,b,2,526,608,2002
32780,323,m,c,33,361,521,2002
32780,268,m,d,71,197,473,2002
32780,207,m,e,36,238,325,2002
32780,202,m,f,99,195,381,2002
32780,752,m,g,175,530,1204,2002
32780,522,m,h,141,533,795,2002
32780,389,m,i,221,518,887,2002
32780,317,m,j,170,848,783,2002
32780,622,m,l,856,1338,3783,2002
32820,1548,m,a,12961,0,0,2002
32820,1211,m,b,130,2968,3552,2002
32820,996,m,c,376,1617,3265,2002
32820,942,m,d,1153,2058,3151,2002
32820,855,m,e,531,2164,3787,2002
32820,696,m,f,180,1151,1461,2002
32820,2849,m,g,1926,4607,9267,2002
32820,2185,m,h,1287,3582,8782,2002
32820,1842,m,i,2429,3447,6021,2002
32820,1442,m,j,2478,4221,27419,2002
32820,3611,m,l,14647,22163,48201,2002
32900,248,m,a,2943,0,0,2002
32900,153,m,b,0,746,340,2002
32900,126,m,c,59,406,228,2002
32900,114,m,d,159,170,193,2002
32900,101,m,e,14,91,299,2002
32900,105,m,f,31,114,232,2002
32900,323,m,g,244,379,1085,2002
32900,346,m,h,148,370,1326,2002
32900,249,m,i,115,358,489,2002
32900,212,m,j,182,451,604,2002
32900,499,m,l,498,990,2179,2002
33100,15061,m,a,85181,0,0,2002
33100,10229,m,b,755,14715,22253,2002
33100,7963,m,c,2862,9701,16782,2002
33100,6760,m,d,1801,8514,13934,2002
33100,5943,m,e,3099,6715,9847,2002
33100,4917,m,f,1510,5828,9652,2002
33100,18437,m,g,7367,27167,34983,2002
33100,9063,m,h,5741,16727,25457,2002
33100,5337,m,i,6475,10068,19390,2002
33100,3783,m,j,12684,9920,17484,2002
33100,5772,m,l,46403,56180,93917,2002
33140,149,m,a,807,0,0,2002
33140,123,m,b,6,152,282,2002
33140,95,m,c,59,62,158,2002
33140,93,m,d,14,499,290,2002
33140,97,m,e,10,149,172,2002
33140,67,m,f,17,39,99,2002
33140,369,m,g,65,350,574,2002
33140,257,m,h,202,352,675,2002
33140,207,m,i,88,223,441,2002
33140,172,m,j,39,185,389,2002
33140,561,m,l,992,1306,3415,2002
33260,242,m,a,1685,0,0,2002
33260,178,m,b,32,249,541,2002
33260,146,m,c,36,184,434,2002
33260,147,m,d,16,279,237,2002
33260,150,m,e,42,149,249,2002
33260,162,m,f,12,248,472,2002
33260,576,m,g,175,409,868,2002
33260,418,m,h,147,463,547,2002
33260,349,m,i,157,381,783,2002
33260,285,m,j,135,532,842,2002
33260,616,m,l,1089,1630,3842,2002
33340,2187,m,a,16615,0,0,2002
33340,1660,m,b,348,3578,3602,2002
33340,1573,m,c,787,2288,4285,2002
33340,1450,m,d,579,2380,4159,2002
33340,1390,m,e,1055,2092,3861,2002
33340,1168,m,f,358,1340,2450,2002
33340,4832,m,g,2210,6117,10916,2002
33340,3974,m,h,1772,5755,10232,2002
33340,2879,m,i,1880,4866,10104,2002
33340,2339,m,j,1939,5235,10541,2002
33340,6030,m,l,12039,31716,63518,2002
33460,5842,m,a,39170,0,0,2002
33460,4477,m,b,516,10366,10542,2002
33460,3832,m,c,1433,5387,8748,2002
33460,3470,m,d,880,3887,8588,2002
33460,3325,m,e,2230,4202,7511,2002
33460,2976,m,f,690,3639,6895,2002
33460,11052,m,g,4370,17312,27666,2002
33460,7507,m,h,4042,11722,25337,2002
33460,5365,m,i,5613,13351,27501,2002
33460,4203,m,j,5129,13096,25570,2002
33460,8543,m,l,35498,80010,140463,2002
33540,268,m,a,1175,0,0,2002
33540,218,m,b,0,223,497,2002
33540,197,m,c,17,406,243,2002
33540,160,m,d,16,218,201,2002
33540,189,m,e,54,310,309,2002
33540,155,m,f,22,111,222,2002
33540,528,m,g,214,456,1011,2002
33540,326,m,h,140,443,618,2002
33540,247,m,i,78,353,302,2002
33540,268,m,j,97,327,941,2002
33540,481,m,l,828,1291,2275,2002
33660,568,m,a,3629,0,0,2002
33660,385,m,b,18,4402,1113,2002
33660,350,m,c,322,322,1488,2002
33660,342,m,d,332,530,754,2002
33660,306,m,e,346,514,605,2002
33660,288,m,f,150,479,519,2002
33660,1110,m,g,432,1328,2733,2002
33660,856,m,h,387,1209,2239,2002
33660,676,m,i,220,1802,2651,2002
33660,600,m,j,450,1781,8900,2002
33660,1495,m,l,4413,5927,11305,2002
33700,633,m,a,4689,0,0,2002
33700,475,m,b,25,1089,1423,2002
33700,382,m,c,624,561,1030,2002
33700,344,m,d,172,487,776,2002
33700,327,m,e,126,695,480,2002
33700,295,m,f,137,614,1022,2002
33700,1052,m,g,454,1531,2023,2002
33700,921,m,h,778,1663,2344,2002
33700,689,m,i,469,1452,1832,2002
33700,616,m,j,344,1642,1786,2002
33700,1072,m,l,3566,5829,7140,2002
33740,295,m,a,1829,0,0,2002
33740,216,m,b,34,421,421,2002
33740,206,m,c,57,272,523,2002
33740,182,m,d,50,197,364,2002
33740,162,m,e,217,257,377,2002
33740,179,m,f,37,182,264,2002
33740,572,m,g,166,772,1135,2002
33740,372,m,h,57,662,1225,2002
33740,381,m,i,53,481,611,2002
33740,297,m,j,293,637,1133,2002
33740,717,m,l,1815,1680,5055,2002
33780,170,m,a,1199,0,0,2002
33780,109,m,b,0,133,229,2002
33780,108,m,c,4,107,181,2002
33780,122,m,d,34,94,264,2002
33780,93,m,e,30,102,168,2002
33780,81,m,f,10,74,169,2002
33780,318,m,g,45,432,674,2002
33780,249,m,h,30,234,627,2002
33780,189,m,i,142,265,517,2002
33780,151,m,j,73,334,410,2002
33780,476,m,l,546,1218,3517,2002
33860,468,m,a,3439,0,0,2002
33860,305,m,b,106,573,730,2002
33860,313,m,c,67,412,1301,2002
33860,313,m,d,222,442,769,2002
33860,317,m,e,184,448,869,2002
33860,272,m,f,209,198,539,2002
33860,984,m,g,273,969,2792,2002
33860,712,m,h,308,1407,2043,2002
33860,628,m,i,424,1211,2079,2002
33860,488,m,j,509,800,2480,2002
33860,1221,m,l,4037,4539,11536,2002
34060,157,m,a,826,0,0,2002
34060,114,m,b,0,193,204,2002
34060,127,m,c,25,97,248,2002
34060,119,m,d,27,152,133,2002
34060,96,m,e,27,154,100,2002
34060,80,m,f,35,47,76,2002
34060,314,m,g,50,292,1098,2002
34060,251,m,h,36,343,452,2002
34060,242,m,i,79,617,292,2002
34060,148,m,j,26,359,371,2002
34060,451,m,l,511,1497,1300,2002
34100,123,m,a,895,0,0,2002
34100,113,m,b,15,272,301,2002
34100,78,m,c,10,64,210,2002
34100,80,m,d,18,74,210,2002
34100,77,m,e,39,52,227,2002
34100,72,m,f,5,110,269,2002
34100,292,m,g,69,271,998,2002
34100,207,m,h,268,218,595,2002
34100,256,m,i,71,216,674,2002
34100,137,m,j,39,294,1033,2002
34100,416,m,l,703,1583,3834,2002
34580,228,m,a,927,0,0,2002
34580,200,m,b,0,248,348,2002
34580,169,m,c,348,135,272,2002
34580,166,m,d,59,174,231,2002
34580,146,m,e,152,106,413,2002
34580,109,m,f,21,162,173,2002
34580,495,m,g,70,721,983,2002
34580,316,m,h,95,281,617,2002
34580,240,m,i,200,353,631,2002
34580,209,m,j,229,297,635,2002
34580,432,m,l,641,988,1319,2002
34620,147,m,a,1407,0,0,2002
34620,73,m,b,4,266,149,2002
34620,79,m,c,1,107,219,2002
34620,83,m,d,11,79,333,2002
34620,103,m,e,47,109,250,2002
34620,77,m,f,16,168,252,2002
34620,305,m,g,203,434,700,2002
34620,238,m,h,61,513,637,2002
34620,225,m,i,25,289,665,2002
34620,163,m,j,181,173,690,2002
34620,581,m,l,975,1686,6631,2002
34740,223,m,a,2678,0,0,2002
34740,143,m,b,66,123,362,2002
34740,145,m,c,66,205,439,2002
34740,118,m,d,17,91,301,2002
34740,105,m,e,22,122,199,2002
34740,105,m,f,23,145,184,2002
34740,404,m,g,107,279,785,2002
34740,385,m,h,136,431,787,2002
34740,288,m,i,324,273,720,2002
34740,217,m,j,300,441,623,2002
34740,696,m,l,1582,2014,5486,2002
34820,648,m,a,4617,0,0,2002
34820,408,m,b,123,1099,1435,2002
34820,394,m,c,177,324,1572,2002
34820,350,m,d,237,378,983,2002
34820,337,m,e,78,524,702,2002
34820,240,m,f,13,310,583,2002
34820,982,m,g,306,1364,2706,2002
34820,707,m,h,385,800,1901,2002
34820,495,m,i,238,868,1254,2002
34820,284,m,j,396,752,1415,2002
34820,699,m,l,1415,1716,6278,2002
34900,304,m,a,1797,0,0,2002
34900,240,m,b,36,240,307,2002
34900,203,m,c,94,386,449,2002
34900,169,m,d,101,159,288,2002
34900,149,m,e,62,179,254,2002
34900,131,m,f,10,94,385,2002
34900,499,m,g,522,1407,1180,2002
34900,485,m,h,146,745,1054,2002
34900,325,m,i,45,758,606,2002
34900,301,m,j,129,450,855,2002
34900,486,m,l,636,1557,2704,2002
34940,926,m,a,4583,0,0,2002
34940,645,m,b,68,1336,1196,2002
34940,534,m,c,72,691,1005,2002
34940,507,m,d,172,529,1254,2002
34940,404,m,e,191,694,714,2002
34940,371,m,f,107,351,757,2002
34940,1262,m,g,434,1447,2840,2002
34940,836,m,h,246,973,1943,2002
34940,484,m,i,382,706,1810,2002
34940,328,m,j,463,675,1274,2002
34940,682,m,l,2090,2826,4285,2002
34980,2485,m,a,20713,0,0,2002
34980,1710,m,b,218,3230,5472,2002
34980,1444,m,c,694,2210,5144,2002
34980,1292,m,d,431,1471,4088,2002
34980,1344,m,e,1154,2027,3750,2002
34980,1135,m,f,716,1699,3976,2002
34980,4430,m,g,1407,6149,12056,2002
34980,3081,m,h,1771,6890,9930,2002
34980,2381,m,i,2463,4090,7178,2002
34980,1712,m,j,2550,6152,10828,2002
34980,3876,m,l,16280,29433,52849,2002
35300,1198,m,a,7129,0,0,2002
35300,908,m,b,68,1459,1609,2002
35300,794,m,c,168,906,1587,2002
35300,711,m,d,265,884,1677,2002
35300,700,m,e,257,932,1873,2002
35300,610,m,f,79,678,1369,2002
35300,2481,m,g,438,2675,5007,2002
35300,2220,m,h,1015,3235,5365,2002
35300,1783,m,i,715,2748,3586,2002
35300,1312,m,j,1308,3182,4389,2002
35300,3493,m,l,9890,14055,27974,2002
35380,1998,m,a,14396,0,0,2002
35380,1508,m,b,269,3333,3962,2002
35380,1259,m,c,346,1911,3375,2002
35380,1111,m,d,487,2217,3116,2002
35380,1188,m,e,480,1217,3522,2002
35380,1045,m,f,1161,1480,2767,2002
35380,4048,m,g,1022,7015,8696,2002
35380,2796,m,h,1911,5182,6753,2002
35380,2482,m,i,1562,3554,7323,2002
35380,1955,m,j,1353,4579,9021,2002
35380,3984,m,l,9613,19241,40356,2002
35620,39188,m,a,221360,0,0,2002
35620,30425,m,b,4151,44487,69558,2002
35620,26292,m,c,6271,42657,61608,2002
35620,23786,m,d,7321,32921,55123,2002
35620,22345,m,e,9914,31301,52913,2002
35620,19798,m,f,4654,30944,42655,2002
35620,67759,m,g,22388,95342,155399,2002
35620,48829,m,h,18047,67376,122450,2002
35620,36637,m,i,21047,55709,96789,2002
35620,25492,m,j,18362,65908,99555,2002
35620,54088,m,l,201651,335310,679956,2002
35660,225,m,a,2007,0,0,2002
35660,182,m,b,18,260,362,2002
35660,156,m,c,14,232,182,2002
35660,173,m,d,66,126,478,2002
35660,142,m,e,94,122,328,2002
35660,155,m,f,111,88,235,2002
35660,509,m,g,97,735,1163,2002
35660,462,m,h,393,716,975,2002
35660,295,m,i,49,338,778,2002
35660,258,m,j,178,325,721,2002
35660,749,m,l,1102,2220,3839,2002
35840,1612,m,a,8181,0,0,2002
35840,1208,m,b,80,1418,2704,2002
35840,949,m,c,185,1249,1482,2002
35840,867,m,d,336,649,1398,2002
35840,664,m,e,108,3891,1059,2002
35840,616,m,f,292,4600,942,2002
35840,2192,m,g,705,7575,4730,2002
35840,1599,m,h,610,2510,3674,2002
35840,1130,m,i,606,2212,38953,2002
35840,816,m,j,903,1825,3396,2002
35840,1504,m,l,5949,15988,14486,2002
35980,323,m,a,2372,0,0,2002
35980,281,m,b,42,350,549,2002
35980,247,m,c,80,629,459,2002
35980,210,m,d,26,252,358,2002
35980,206,m,e,73,308,339,2002
35980,159,m,f,13,122,231,2002
35980,712,m,g,153,3096,835,2002
35980,621,m,h,360,817,1011,2002
35980,484,m,i,168,385,1113,2002
35980,385,m,j,427,536,1342,2002
35980,1000,m,l,2767,8371,10986,2002
36100,478,m,a,2001,0,0,2002
36100,382,m,b,37,483,584,2002
36100,294,m,c,51,268,567,2002
36100,263,m,d,184,275,468,2002
36100,231,m,e,215,343,330,2002
36100,210,m,f,34,175,251,2002
36100,777,m,g,233,986,1389,2002
36100,615,m,h,63,673,1503,2002
36100,421,m,i,320,1782,1455,2002
36100,274,m,j,372,586,1075,2002
36100,640,m,l,1354,2164,4289,2002
36140,231,m,a,933,0,0,2002
36140,185,m,b,11,213,353,2002
36140,135,m,c,16,118,158,2002
36140,161,m,d,38,143,411,2002
36140,122,m,e,43,86,177,2002
36140,113,m,f,15,70,196,2002
36140,408,m,g,70,400,725,2002
36140,371,m,h,57,376,824,2002
36140,321,m,i,128,297,754,2002
36140,227,m,j,74,240,496,2002
36140,368,m,l,595,1015,1381,2002
36220,202,m,a,1339,0,0,2002
36220,116,m,b,10,252,222,2002
36220,115,m,c,51,66,231,2002
36220,97,m,d,31,63,403,2002
36220,103,m,e,45,88,255,2002
36220,106,m,f,6,71,286,2002
36220,367,m,g,144,341,687,2002
36220,254,m,h,71,319,857,2002
36220,308,m,i,245,283,565,2002
36220,299,m,j,267,557,1012,2002
36220,593,m,l,1037,1863,2493,2002
36260,877,m,a,4977,0,0,2002
36260,616,m,b,69,828,1291,2002
36260,504,m,c,95,505,1296,2002
36260,481,m,d,150,518,811,2002
36260,451,m,e,278,338,1048,2002
36260,374,m,f,135,306,743,2002
36260,1114,m,g,631,1163,3214,2002
36260,686,m,h,653,2119,1587,2002
36260,497,m,i,350,884,1382,2002
36260,541,m,j,598,1222,3175,2002
36260,943,m,l,1959,4347,9936,2002
36420,2182,m,a,15538,0,0,2002
36420,1562,m,b,289,2504,5261,2002
36420,1418,m,c,1485,1783,4119,2002
36420,1275,m,d,722,5021,2925,2002
36420,1166,m,e,439,2173,2208,2002
36420,1042,m,f,760,1563,2367,2002
36420,3790,m,g,1901,4766,8361,2002
36420,2545,m,h,1315,4641,7053,2002
36420,2320,m,i,2118,3424,9890,2002
36420,1742,m,j,1920,3606,7640,2002
36420,3365,m,l,8991,19138,34576,2002
36500,405,m,a,1719,0,0,2002
36500,330,m,b,11,597,539,2002
36500,237,m,c,47,260,366,2002
36500,248,m,d,123,191,492,2002
36500,206,m,e,120,152,328,2002
36500,179,m,f,17,193,338,2002
36500,684,m,g,129,577,1075,2002
36500,518,m,h,123,398,1060,2002
36500,409,m,i,94,440,771,2002
36500,303,m,j,174,529,810,2002
36500,647,m,l,1695,2138,2801,2002
36540,1367,m,a,8436,0,0,2002
36540,1084,m,b,60,2129,2446,2002
36540,939,m,c,309,1129,1927,2002
36540,772,m,d,349,1729,1420,2002
36540,717,m,e,499,968,1889,2002
36540,661,m,f,176,572,1008,2002
36540,2365,m,g,571,2472,4587,2002
36540,1805,m,h,3384,3549,7263,2002
36540,1458,m,i,707,3626,3938,2002
36540,1160,m,j,1738,4326,4715,2002
36540,2921,m,l,6685,19190,24854,2002
36740,4316,m,a,23212,0,0,2002
36740,2794,m,b,245,4048,8463,2002
36740,2372,m,c,676,3020,9196,2002
36740,2146,m,d,1033,2218,6655,2002
36740,1822,m,e,2579,2424,6223,2002
36740,1548,m,f,686,3404,3526,2002
36740,6012,m,g,12315,10683,17317,2002
36740,3874,m,h,2841,8705,15480,2002
36740,2521,m,i,3140,6474,9365,2002
36740,1687,m,j,3362,4603,10453,2002
36740,3314,m,l,21713,51835,100308,2002
36780,223,m,a,1752,0,0,2002
36780,164,m,b,0,211,386,2002
36780,129,m,c,216,281,379,2002
36780,128,m,d,23,814,367,2002
36780,104,m,e,104,85,380,2002
36780,111,m,f,15,73,415,2002
36780,479,m,g,158,651,642,2002
36780,391,m,h,52,337,670,2002
36780,291,m,i,56,478,716,2002
36780,264,m,j,49,433,1874,2002
36780,730,m,l,1287,3826,4967,2002
36980,145,m,a,695,0,0,2002
36980,114,m,b,0,280,149,2002
36980,91,m,c,2,116,147,2002
36980,76,m,d,42,73,107,2002
36980,96,m,e,43,149,332,2002
36980,75,m,f,5,173,160,2002
36980,335,m,g,106,311,571,2002
36980,287,m,h,66,530,429,2002
36980,207,m,i,28,345,453,2002
36980,218,m,j,150,667,361,2002
36980,570,m,l,681,1612,2610,2002
37100,1398,m,a,9977,0,0,2002
37100,1063,m,b,305,1696,2784,2002
37100,837,m,c,410,1347,1584,2002
37100,723,m,d,895,702,2297,2002
37100,680,m,e,437,1225,3405,2002
37100,531,m,f,93,794,1114,2002
37100,2252,m,g,670,2544,7675,2002
37100,1937,m,h,1322,3487,5505,2002
37100,1377,m,i,1545,2042,4226,2002
37100,1087,m,j,2608,6606,4468,2002
37100,1728,m,l,6438,9167,16366,2002
37340,1018,m,a,4763,0,0,2002
37340,678,m,b,273,729,1325,2002
37340,565,m,c,113,537,945,2002
37340,543,m,d,186,457,980,2002
37340,514,m,e,195,572,887,2002
37340,422,m,f,213,356,1271,2002
37340,1608,m,g,415,1846,4019,2002
37340,1176,m,h,540,1290,3033,2002
37340,819,m,i,404,1796,1646,2002
37340,493,m,j,535,890,1720,2002
37340,1032,m,l,5048,5839,9114,2002
37380,128,m,a,459,0,0,2002
37380,102,m,b,0,145,149,2002
37380,79,m,c,12,161,52,2002
37380,68,m,d,26,191,47,2002
37380,55,m,e,18,35,67,2002
37380,49,m,f,1,63,116,2002
37380,166,m,g,13,422,165,2002
37380,101,m,h,20,112,197,2002
37380,60,m,i,4,47,71,2002
37380,48,m,j,11,36,60,2002
37380,86,m,l,126,827,735,2002
37460,280,m,a,1404,0,0,2002
37460,246,m,b,36,290,762,2002
37460,177,m,c,54,210,247,2002
37460,179,m,d,168,229,447,2002
37460,178,m,e,99,149,649,2002
37460,121,m,f,24,223,187,2002
37460,588,m,g,388,564,1040,2002
37460,404,m,h,144,654,904,2002
37460,355,m,i,91,389,993,2002
37460,249,m,j,457,2845,849,2002
37460,505,m,l,705,1580,4030,2002
37620,208,m,a,1371,0,0,2002
37620,180,m,b,8,266,1056,2002
37620,159,m,c,8,254,326,2002
37620,141,m,d,21,89,341,2002
37620,132,m,e,27,129,129,2002
37620,111,m,f,10,104,235,2002
37620,471,m,g,523,647,796,2002
37620,379,m,h,43,685,778,2002
37620,365,m,i,44,319,721,2002
37620,284,m,j,206,1164,922,2002
37620,834,m,l,716,2711,5040,2002
37700,180,m,a,1469,0,0,2002
37700,158,m,b,0,208,479,2002
37700,132,m,c,81,356,685,2002
37700,106,m,d,17,161,214,2002
37700,101,m,e,68,113,1094,2002
37700,78,m,f,28,72,249,2002
37700,337,m,g,74,501,850,2002
37700,211,m,h,447,276,515,2002
37700,193,m,i,67,164,498,2002
37700,182,m,j,167,266,462,2002
37700,402,m,l,998,2147,2174,2002
37860,710,m,a,4962,0,0,2002
37860,415,m,b,20,829,1219,2002
37860,383,m,c,274,362,1088,2002
37860,327,m,d,75,354,757,2002
37860,315,m,e,142,349,791,2002
37860,266,m,f,78,310,616,2002
37860,993,m,g,334,1139,5098,2002
37860,806,m,h,409,1935,3242,2002
37860,638,m,i,423,1303,1410,2002
37860,457,m,j,1176,930,1959,2002
37860,1118,m,l,2069,5266,9249,2002
37900,492,m,a,4250,0,0,2002
37900,344,m,b,63,514,619,2002
37900,321,m,c,98,394,670,2002
37900,304,m,d,66,402,613,2002
37900,277,m,e,69,423,633,2002
37900,275,m,f,148,386,1157,2002
37900,1125,m,g,350,1173,1935,2002
37900,874,m,h,591,1144,2185,2002
37900,681,m,i,648,1057,2004,2002
37900,570,m,j,606,1600,1845,2002
37900,1597,m,l,2295,5435,11005,2002
37980,9099,m,a,59226,0,0,2002
37980,7174,m,b,1289,32349,15212,2002
37980,6318,m,c,1542,10542,17612,2002
37980,5736,m,d,4399,6501,13168,2002
37980,5470,m,e,3474,10177,13039,2002
37980,4670,m,f,1607,4743,11267,2002
37980,17448,m,g,5462,21042,38142,2002
37980,13807,m,h,16330,19651,33593,2002
37980,10325,m,i,7365,17239,32569,2002
37980,7615,m,j,12932,23470,39613,2002
37980,16669,m,l,73488,117510,233108,2002
38060,6255,m,a,45467,0,0,2002
38060,4603,m,b,1282,10408,13005,2002
38060,3895,m,c,1478,7679,11989,2002
38060,3586,m,d,1803,5840,13384,2002
38060,3186,m,e,1813,5710,9680,2002
38060,2640,m,f,926,4422,7820,2002
38060,9349,m,g,4626,15781,38448,2002
38060,5962,m,h,8681,14363,21200,2002
38060,4659,m,i,7125,12656,25685,2002
38060,3152,m,j,6784,19107,25230,2002
38060,5141,m,l,36277,65294,116924,2002
38220,101,m,a,844,0,0,2002
38220,77,m,b,27,122,136,2002
38220,78,m,c,15,40,202,2002
38220,80,m,d,28,89,90,2002
38220,57,m,e,22,50,141,2002
38220,51,m,f,9,20,234,2002
38220,225,m,g,95,191,315,2002
38220,168,m,h,377,236,244,2002
38220,171,m,i,120,253,224,2002
38220,151,m,j,47,279,594,2002
38220,401,m,l,327,819,1819,2002
38300,3250,m,a,27271,0,0,2002
38300,2455,m,b,273,4173,4802,2002
38300,2239,m,c,888,2885,4988,2002
38300,2023,m,d,986,2530,4726,2002
38300,1921,m,e,552,2771,5347,2002
38300,1793,m,f,543,2511,4141,2002
38300,6943,m,g,2183,11210,15447,2002
38300,6053,m,h,2375,10873,13174,2002
38300,4779,m,i,3804,11079,17816,2002
38300,3683,m,j,4454,8035,13431,2002
38300,8805,m,l,23461,47977,74231,2002
38340,257,m,a,1201,0,0,2002
38340,214,m,b,32,227,361,2002
38340,196,m,c,24,188,352,2002
38340,175,m,d,19,163,302,2002
38340,119,m,e,0,199,167,2002
38340,113,m,f,20,97,253,2002
38340,444,m,g,45,415,1115,2002
38340,449,m,h,88,318,737,2002
38340,359,m,i,92,414,663,2002
38340,278,m,j,23,380,736,2002
38340,773,m,l,1033,2194,4070,2002
38540,143,m,a,810,0,0,2002
38540,98,m,b,13,167,209,2002
38540,90,m,c,22,108,159,2002
38540,83,m,d,45,51,111,2002
38540,64,m,e,2,79,156,2002
38540,79,m,f,44,52,131,2002
38540,263,m,g,61,375,1005,2002
38540,184,m,h,112,176,505,2002
38540,138,m,i,100,157,386,2002
38540,153,m,j,473,238,334,2002
38540,385,m,l,361,870,2097,2002
38860,1142,m,a,6304,0,0,2002
38860,944,m,b,10,1282,1852,2002
38860,790,m,c,147,738,2195,2002
38860,739,m,d,212,769,1255,2002
38860,705,m,e,225,707,1137,2002
38860,564,m,f,114,355,827,2002
38860,2120,m,g,547,2143,3650,2002
38860,1597,m,h,989,1998,3881,2002
38860,1150,m,i,425,1532,3134,2002
38860,872,m,j,1436,1919,3516,2002
38860,1821,m,l,2990,6648,15927,2002
38900,4195,m,a,22569,0,0,2002
38900,3156,m,b,413,5185,5952,2002
38900,2779,m,c,1077,3047,6024,2002
38900,2482,m,d,863,2628,5629,2002
38900,2365,m,e,1265,4257,5104,2002
38900,1954,m,f,254,2268,4504,2002
38900,7740,m,g,2162,11812,21851,2002
38900,5025,m,h,2594,8872,14850,2002
38900,3702,m,i,3541,6505,17409,2002
38900,2899,m,j,2894,6950,13730,2002
38900,5412,m,l,28018,29992,72291,2002
38940,730,m,a,3634,0,0,2002
38940,575,m,b,3,814,874,2002
38940,425,m,c,144,613,712,2002
38940,399,m,d,180,320,681,2002
38940,378,m,e,105,521,1205,2002
38940,330,m,f,154,271,693,2002
38940,1217,m,g,335,1550,2704,2002
38940,820,m,h,440,900,1859,2002
38940,569,m,i,245,793,1396,2002
38940,356,m,j,238,773,1105,2002
38940,715,m,l,1338,4027,5520,2002
39100,1153,m,a,5459,0,0,2002
39100,791,m,b,27,1135,934,2002
39100,659,m,c,111,581,802,2002
39100,644,m,d,429,548,964,2002
39100,612,m,e,218,416,894,2002
39100,586,m,f,75,657,750,2002
39100,1891,m,g,312,1577,2782,2002
39100,1633,m,h,341,2361,3136,2002
39100,1218,m,i,552,1444,2551,2002
39100,787,m,j,657,1651,2628,2002
39100,2020,m,l,5179,9069,13969,2002
39140,531,m,a,2390,0,0,2002
39140,396,m,b,38,599,682,2002
39140,336,m,c,41,892,469,2002
39140,275,m,d,59,303,762,2002
39140,234,m,e,46,247,452,2002
39140,223,m,f,22,283,333,2002
39140,753,m,g,162,851,1273,2002
39140,465,m,h,117,586,706,2002
39140,350,m,i,230,359,823,2002
39140,213,m,j,249,472,706,2002
39140,375,m,l,1249,1467,2158,2002
39300,2725,m,a,14121,0,0,2002
39300,2055,m,b,75,3331,3580,2002
39300,1766,m,c,426,2017,3044,2002
39300,1735,m,d,418,1817,2619,2002
39300,1554,m,e,624,1512,2467,2002
39300,1322,m,f,132,1434,2736,2002
39300,5080,m,g,1189,5377,9389,2002
39300,4225,m,h,1382,5237,9111,2002
39300,3164,m,i,1820,4667,7710,2002
39300,2392,m,j,2569,4573,8413,2002
39300,5842,m,l,15559,25340,43101,2002
39340,1038,m,a,6740,0,0,2002
39340,646,m,b,100,1279,1698,2002
39340,489,m,c,227,789,1541,2002
39340,427,m,d,125,1289,2276,2002
39340,304,m,e,141,462,1057,2002
39340,247,m,f,99,344,607,2002
39340,959,m,g,1031,1698,3331,2002
39340,545,m,h,442,6125,5345,2002
39340,318,m,i,359,997,1460,2002
39340,345,m,j,217,745,2060,2002
39340,665,m,l,1446,2898,9047,2002
39380,246,m,a,1730,0,0,2002
39380,150,m,b,2,307,363,2002
39380,161,m,c,70,145,220,2002
39380,129,m,d,54,114,214,2002
39380,120,m,e,27,104,120,2002
39380,94,m,f,0,142,116,2002
39380,392,m,g,102,455,721,2002
39380,309,m,h,81,504,721,2002
39380,231,m,i,145,605,362,2002
39380,217,m,j,71,233,658,2002
39380,547,m,l,882,1070,2885,2002
39460,332,m,a,1352,0,0,2002
39460,212,m,b,0,212,485,2002
39460,196,m,c,279,222,551,2002
39460,146,m,d,66,151,965,2002
39460,135,m,e,29,108,214,2002
39460,98,m,f,39,128,131,2002
39460,423,m,g,116,1377,716,2002
39460,335,m,h,93,888,742,2002
39460,226,m,i,107,311,1419,2002
39460,162,m,j,83,164,454,2002
39460,293,m,l,675,753,1723,2002
39540,248,m,a,1453,0,0,2002
39540,160,m,b,42,226,320,2002
39540,155,m,c,94,131,190,2002
39540,164,m,d,28,201,296,2002
39540,159,m,e,28,156,270,2002
39540,134,m,f,20,146,162,2002
39540,544,m,g,157,333,708,2002
39540,428,m,h,214,1016,798,2002
39540,347,m,i,86,372,796,2002
39540,251,m,j,116,410,907,2002
39540,830,m,l,1847,4372,7097,2002
39580,2027,m,a,11549,0,0,2002
39580,1573,m,b,188,2391,3279,2002
39580,1288,m,c,595,1722,3488,2002
39580,1203,m,d,488,1876,3252,2002
39580,1037,m,e,428,1187,3116,2002
39580,944,m,f,441,1529,2101,2002
39580,3067,m,g,1745,3686,9622,2002
39580,2102,m,h,1538,4503,8146,2002
39580,1500,m,i,983,2505,5990,2002
39580,1000,m,j,765,3007,8499,2002
39580,2415,m,l,9457,12552,30539,2002
39660,349,m,a,1687,0,0,2002
