msa,firms,fsize,fage4,job_creation_births,job_creation_continuers,job_destruction,year2
48300,106,m,c,22,104,158,2012
48300,92,m,d,9,98,69,2012
48300,108,m,e,56,150,167,2012
48300,114,m,f,16,131,105,2012
48300,452,m,g,125,329,631,2012
48300,332,m,h,20,294,432,2012
48300,231,m,i,32,170,381,2012
48300,164,m,j,28,152,366,2012
48300,281,m,k,59,353,710,2012
48300,330,m,l,90,761,822,2012
48540,106,m,a,474,0,0,2012
48540,82,m,b,0,309,135,2012
48540,61,m,c,26,285,101,2012
48540,72,m,d,31,82,219,2012
48540,70,m,e,7,71,71,2012
48540,60,m,f,5,98,55,2012
48540,351,m,g,103,347,380,2012
48540,315,m,h,57,414,423,2012
48540,230,m,i,56,399,317,2012
48540,200,m,j,28,359,233,2012
48540,424,m,k,70,940,1229,2012
48540,649,m,l,505,2861,1942,2012
48620,618,m,a,4516,0,0,2012
48620,508,m,b,57,969,2024,2012
48620,415,m,c,144,685,605,2012
48620,421,m,d,159,732,687,2012
48620,429,m,e,514,437,773,2012
48620,400,m,f,228,527,608,2012
48620,1727,m,g,684,3209,3409,2012
48620,1287,m,h,988,1760,2302,2012
48620,969,m,i,330,945,2002,2012
48620,767,m,j,339,1702,1855,2012
48620,1431,m,k,1459,3000,4634,2012
48620,1706,m,l,3758,7842,14176,2012
48660,154,m,a,833,0,0,2012
48660,108,m,b,0,211,153,2012
48660,90,m,c,99,65,145,2012
48660,101,m,d,25,65,131,2012
48660,112,m,e,8,117,170,2012
48660,105,m,f,18,90,71,2012
48660,479,m,g,53,324,805,2012
48660,333,m,h,68,607,458,2012
48660,237,m,i,34,170,451,2012
48660,240,m,j,25,304,366,2012
48660,441,m,k,419,812,802,2012
48660,491,m,l,417,1424,1735,2012
48700,111,m,a,755,0,0,2012
48700,96,m,b,0,319,869,2012
48700,70,m,c,40,76,86,2012
48700,72,m,d,15,79,60,2012
48700,66,m,e,12,53,71,2012
48700,74,m,f,189,54,59,2012
48700,317,m,g,317,420,608,2012
48700,269,m,h,35,574,278,2012
48700,209,m,i,98,449,428,2012
48700,204,m,j,181,244,276,2012
48700,334,m,k,195,578,800,2012
48700,515,m,l,486,1461,1998,2012
48900,607,m,a,3089,0,0,2012
48900,449,m,b,92,486,878,2012
48900,372,m,c,95,291,728,2012
48900,357,m,d,68,377,442,2012
48900,369,m,e,113,433,574,2012
48900,355,m,f,62,327,423,2012
48900,1431,m,g,235,1405,2034,2012
48900,1005,m,h,274,1185,1630,2012
48900,585,m,i,96,541,683,2012
48900,467,m,j,137,690,1420,2012
48900,667,m,k,457,1385,2410,2012
48900,772,m,l,860,2586,5086,2012
49020,151,m,a,1008,0,0,2012
49020,121,m,b,0,300,173,2012
49020,108,m,c,39,156,92,2012
49020,96,m,d,56,86,85,2012
49020,102,m,e,3,150,147,2012
49020,98,m,f,1,84,70,2012
49020,387,m,g,82,259,412,2012
49020,258,m,h,111,211,461,2012
49020,208,m,i,42,145,206,2012
49020,205,m,j,127,548,366,2012
49020,308,m,k,187,667,674,2012
49020,432,m,l,547,1314,1205,2012
49180,467,m,a,2830,0,0,2012
49180,390,m,b,14,577,675,2012
49180,323,m,c,100,385,557,2012
49180,275,m,d,50,251,315,2012
49180,330,m,e,166,389,381,2012
49180,306,m,f,80,196,450,2012
49180,1322,m,g,295,1540,2044,2012
49180,987,m,h,440,1128,1648,2012
49180,715,m,i,166,646,975,2012
49180,581,m,j,99,997,1626,2012
49180,949,m,k,237,2255,3088,2012
49180,1086,m,l,1614,6216,8064,2012
49340,784,m,a,3964,0,0,2012
49340,672,m,b,0,1082,997,2012
49340,577,m,c,95,673,613,2012
49340,495,m,d,203,528,452,2012
49340,502,m,e,56,797,593,2012
49340,495,m,f,97,586,535,2012
49340,2143,m,g,348,2248,2761,2012
49340,1566,m,h,337,2670,1968,2012
49340,1201,m,i,200,1129,1821,2012
49340,1040,m,j,350,1170,1454,2012
49340,1670,m,k,1434,4536,4938,2012
49340,2051,m,l,2573,9906,10555,2012
49420,239,m,a,1576,0,0,2012
49420,164,m,b,25,284,301,2012
49420,146,m,c,94,176,196,2012
49420,149,m,d,66,163,203,2012
49420,124,m,e,13,190,235,2012
49420,136,m,f,11,249,245,2012
49420,608,m,g,137,805,1117,2012
49420,489,m,h,107,521,781,2012
49420,343,m,i,64,427,498,2012
49420,318,m,j,94,552,721,2012
49420,493,m,k,243,1053,1379,2012
49420,604,m,l,256,1908,2024,2012
49620,348,m,a,1946,0,0,2012
49620,298,m,b,1,578,801,2012
49620,217,m,c,90,247,464,2012
49620,245,m,d,32,185,325,2012
49620,247,m,e,66,252,232,2012
49620,249,m,f,37,209,367,2012
49620,998,m,g,258,1132,1037,2012
49620,758,m,h,396,1017,1127,2012
49620,522,m,i,51,595,953,2012
49620,530,m,j,932,748,792,2012
49620,918,m,k,942,2780,2500,2012
49620,1148,m,l,3579,5636,7211,2012
49660,450,m,a,2595,0,0,2012
49660,354,m,b,11,501,1037,2012
49660,325,m,c,269,348,605,2012
49660,299,m,d,148,370,526,2012
49660,358,m,e,46,414,497,2012
49660,296,m,f,69,397,294,2012
49660,1375,m,g,341,2087,2077,2012
49660,1146,m,h,672,1421,1636,2012
49660,949,m,i,353,1148,1162,2012
49660,836,m,j,318,1064,1369,2012
49660,1291,m,k,743,4004,3508,2012
49660,1766,m,l,1434,7549,7951,2012
49700,137,m,a,776,0,0,2012
49700,114,m,b,13,97,487,2012
49700,88,m,c,12,216,287,2012
49700,80,m,d,23,49,307,2012
49700,105,m,e,66,117,229,2012
49700,85,m,f,7,80,83,2012
49700,386,m,g,124,327,691,2012
49700,200,m,h,62,363,313,2012
49700,141,m,i,10,201,448,2012
49700,159,m,j,179,372,282,2012
49700,260,m,k,97,422,418,2012
49700,322,m,l,523,692,1163,2012
49740,127,m,a,735,0,0,2012
49740,133,m,b,36,166,278,2012
49740,115,m,c,155,183,456,2012
49740,129,m,d,74,335,426,2012
49740,122,m,e,47,208,255,2012
49740,105,m,f,23,178,146,2012
49740,466,m,g,159,398,772,2012
49740,337,m,h,96,392,727,2012
49740,187,m,i,501,367,399,2012
49740,182,m,j,248,427,618,2012
49740,276,m,k,124,670,567,2012
49740,371,m,l,503,1051,1547,2012
10180,1487,a,m,860,350,973,1977
10180,494,b,m,527,493,894,1977
10180,295,c,m,694,481,1023,1977
10180,168,d,m,370,550,905,1977
10180,76,e,m,387,463,559,1977
10180,55,f,m,29,543,795,1977
10180,26,g,m,147,108,81,1977
10180,12,h,m,32,737,44,1977
10180,29,i,m,13,510,59,1977
10180,29,j,m,245,1849,707,1977
10180,28,k,m,25,326,74,1977
10180,81,l,m,244,345,888,1977
10420,4967,a,m,2847,1297,3463,1977
10420,1862,b,m,1353,1559,2613,1977
10420,1029,c,m,1240,1644,2500,1977
10420,708,d,m,1789,2286,3456,1977
10420,268,e,m,1324,1685,2115,1977
10420,188,f,m,772,1955,1612,1977
10420,78,g,m,1023,542,1155,1977
10420,71,h,m,345,920,338,1977
10420,97,i,m,192,867,1184,1977
10420,80,j,m,322,1036,936,1977
10420,72,k,m,876,567,1028,1977
10420,205,l,m,1917,8615,9736,1977
10500,1130,a,m,750,270,899,1977
10500,416,b,m,370,344,441,1977
10500,236,c,m,433,378,581,1977
10500,136,d,m,538,451,851,1977
10500,54,e,m,92,111,432,1977
10500,43,f,m,114,455,442,1977
10500,32,g,m,48,94,99,1977
10500,26,h,m,24,89,87,1977
10500,41,i,m,192,103,27,1977
10500,35,j,m,72,47,93,1977
10500,26,k,m,102,42,197,1977
10500,109,l,m,469,430,515,1977
10580,6323,a,m,2864,1480,3865,1977
10580,2083,b,m,1442,1584,2875,1977
10580,1221,c,m,1206,1805,2469,1977
10580,658,d,m,1449,2276,3187,1977
10580,236,e,m,1532,1198,1995,1977
10580,163,f,m,751,1259,1929,1977
10580,69,g,m,247,521,1853,1977
10580,65,h,m,2215,1364,662,1977
10580,108,i,m,727,4997,845,1977
10580,92,j,m,1036,814,953,1977
10580,79,k,m,510,425,1379,1977
10580,206,l,m,1503,4786,6444,1977
10740,4354,a,m,3875,1180,3892,1977
10740,1669,b,m,2496,1783,3394,1977
10740,1010,c,m,2126,2087,3405,1977
10740,568,d,m,2128,2277,3593,1977
10740,188,e,m,652,1499,1602,1977
10740,121,f,m,291,1027,1945,1977
10740,64,g,m,257,585,443,1977
10740,69,h,m,163,643,540,1977
10740,78,i,m,119,611,605,1977
10740,89,j,m,440,752,417,1977
10740,62,k,m,203,327,294,1977
10740,167,l,m,1546,1905,2721,1977
10780,1066,a,m,592,276,811,1977
10780,380,b,m,247,395,553,1977
10780,226,c,m,230,443,576,1977
10780,132,d,m,308,509,648,1977
10780,61,e,m,210,279,522,1977
10780,39,f,m,2,148,382,1977
10780,20,g,m,77,269,176,1977
10780,23,h,m,51,216,96,1977
10780,24,i,m,21,70,57,1977
10780,28,j,m,67,72,136,1977
10780,17,k,m,51,39,97,1977
10780,88,l,m,140,334,399,1977
10900,5754,a,m,2527,1231,3394,1977
10900,1746,b,m,1162,1315,2510,1977
10900,1007,c,m,1381,1432,2499,1977
10900,746,d,m,1683,2317,3673,1977
10900,266,e,m,663,1177,2228,1977
10900,205,f,m,1212,1560,2462,1977
10900,95,g,m,791,857,1149,1977
10900,91,h,m,211,1290,1057,1977
10900,98,i,m,888,1540,1344,1977
10900,80,j,m,261,237,464,1977
10900,68,k,m,1278,975,1397,1977
10900,187,l,m,2501,9930,5519,1977
11020,1175,a,m,537,296,652,1977
11020,350,b,m,313,306,521,1977
11020,249,c,m,192,417,413,1977
11020,123,d,m,503,302,462,1977
11020,54,e,m,145,130,462,1977
11020,49,f,m,51,309,264,1977
11020,20,g,m,309,40,314,1977
11020,15,h,m,7,81,98,1977
11020,30,i,m,192,40,62,1977
11020,19,j,m,4,231,161,1977
11020,12,k,m,24,269,64,1977
11020,79,l,m,276,605,710,1977
11100,2047,a,m,1458,582,1583,1977
11100,703,b,m,791,732,1128,1977
11100,421,c,m,707,871,1321,1977
11100,281,d,m,1307,939,1633,1977
11100,85,e,m,387,686,1027,1977
11100,72,f,m,218,506,771,1977
11100,35,g,m,172,590,337,1977
11100,30,h,m,61,194,191,1977
11100,43,i,m,62,200,255,1977
11100,52,j,m,35,397,169,1977
11100,36,k,m,81,540,140,1977
11100,124,l,m,667,747,1338,1977
11180,653,a,m,428,189,435,1977
11180,206,b,m,286,195,357,1977
11180,154,c,m,245,259,329,1977
11180,92,d,m,320,371,360,1977
11180,31,e,m,8,159,79,1977
11180,16,f,m,107,60,29,1977
11180,7,g,m,0,10,15,1977
11180,13,h,m,1,20,16,1977
11180,13,i,m,0,14,54,1977
11180,13,j,m,84,301,15,1977
11180,8,k,m,0,48,9,1977
11180,34,l,m,84,335,149,1977
11260,1731,a,m,1854,443,1955,1977
11260,692,b,m,1282,686,1779,1977
11260,398,c,m,918,961,1866,1977
11260,238,d,m,1186,1106,2056,1977
11260,85,e,m,873,551,1203,1977
11260,72,f,m,1307,1408,875,1977
11260,35,g,m,217,479,461,1977
11260,30,h,m,278,588,973,1977
11260,38,i,m,264,186,1136,1977
11260,37,j,m,84,184,497,1977
11260,32,k,m,96,386,7089,1977
11260,100,l,m,305,2855,1800,1977
11300,1064,a,m,499,266,745,1977
11300,352,b,m,209,346,390,1977
11300,211,c,m,313,391,516,1977
11300,121,d,m,429,462,475,1977
11300,45,e,m,379,188,118,1977
11300,40,f,m,37,227,369,1977
11300,20,g,m,13,24,218,1977
11300,18,h,m,44,46,25,1977
11300,26,i,m,134,57,187,1977
11300,24,j,m,22,58,148,1977
11300,13,k,m,0,202,11,1977
11300,66,l,m,260,656,771,1977
11340,1026,a,m,506,270,636,1977
11340,345,b,m,303,346,500,1977
11340,199,c,m,260,336,481,1977
11340,91,d,m,204,289,433,1977
11340,34,e,m,577,167,97,1977
11340,34,f,m,148,43,525,1977
11340,11,g,m,79,46,3,1977
11340,23,h,m,19,552,93,1977
11340,31,i,m,206,127,267,1977
11340,22,j,m,19,163,455,1977
11340,17,k,m,48,11,121,1977
11340,69,l,m,226,1230,641,1977
11460,1842,a,m,1149,566,1211,1977
11460,749,b,m,657,657,950,1977
11460,425,c,m,760,774,1262,1977
11460,260,d,m,533,1110,938,1977
11460,95,e,m,416,670,699,1977
11460,88,f,m,1210,566,1276,1977
11460,44,g,m,94,677,166,1977
11460,30,h,m,112,265,247,1977
11460,44,i,m,34,563,966,1977
11460,30,j,m,96,122,123,1977
11460,30,k,m,114,188,585,1977
11460,105,l,m,1277,6254,1136,1977
11500,851,a,m,484,184,711,1977
11500,274,b,m,224,233,387,1977
11500,157,c,m,185,241,419,1977
11500,99,d,m,180,384,426,1977
11500,37,e,m,60,175,356,1977
11500,35,f,m,632,174,80,1977
11500,21,g,m,3,147,29,1977
11500,14,h,m,74,34,363,1977
11500,33,i,m,67,43,326,1977
11500,20,j,m,15,234,40,1977
11500,12,k,m,142,5,96,1977
11500,64,l,m,347,673,1099,1977
11540,1298,a,m,672,349,754,1977
11540,463,b,m,373,434,713,1977
11540,349,c,m,534,487,793,1977
11540,223,d,m,526,876,808,1977
11540,68,e,m,221,368,181,1977
11540,58,f,m,145,381,770,1977
11540,24,g,m,942,362,45,1977
11540,28,h,m,18,167,177,1977
11540,32,i,m,103,169,122,1977
11540,19,j,m,21,100,70,1977
11540,20,k,m,271,50,170,1977
11540,74,l,m,402,1226,843,1977
11700,2516,a,m,1408,567,1882,1977
11700,839,b,m,665,691,1307,1977
11700,439,c,m,681,604,1202,1977
11700,267,d,m,951,888,1187,1977
11700,90,e,m,469,568,736,1977
11700,85,f,m,88,725,707,1977
11700,51,g,m,267,810,331,1977
11700,33,h,m,70,45,487,1977
11700,46,i,m,147,113,224,1977
11700,44,j,m,58,223,103,1977
11700,45,k,m,49,437,208,1977
11700,114,l,m,692,1487,2080,1977
12020,942,a,m,521,221,665,1977
12020,331,b,m,303,258,452,1977
12020,183,c,m,423,298,443,1977
12020,91,d,m,328,210,455,1977
12020,35,e,m,71,189,97,1977
12020,31,f,m,24,88,270,1977
12020,19,g,m,102,136,40,1977
12020,20,h,m,19,315,245,1977
12020,22,i,m,127,128,12,1977
12020,21,j,m,74,24,29,1977
12020,24,k,m,50,172,200,1977
12020,80,l,m,364,802,290,1977
12060,18666,a,m,13778,4566,15382,1977
12060,6534,b,m,6939,5921,10222,1977
12060,3573,c,m,5810,6844,10412,1977
12060,2221,d,m,8249,8953,14262,1977
12060,844,e,m,5008,5824,9364,1977
12060,673,f,m,4735,6796,9813,1977
12060,424,g,m,3834,4842,6427,1977
12060,369,h,m,2359,4703,4572,1977
12060,418,i,m,2624,5159,6748,1977
12060,327,j,m,5156,5178,5994,1977
12060,247,k,m,2134,6249,7481,1977
12060,402,l,m,26043,27380,28997,1977
12100,2080,a,m,999,485,1396,1977
12100,656,b,m,342,566,853,1977
12100,355,c,m,465,578,754,1977
12100,214,d,m,140,658,1071,1977
12100,68,e,m,180,767,295,1977
12100,48,f,m,162,398,847,1977
12100,30,g,m,183,193,645,1977
12100,15,h,m,0,155,68,1977
12100,27,i,m,75,178,317,1977
12100,22,j,m,24,21,349,1977
12100,16,k,m,30,68,14,1977
12100,62,l,m,317,1114,1842,1977
12220,456,a,m,331,111,396,1977
12220,188,b,m,138,154,342,1977
12220,95,c,m,244,173,193,1977
12220,71,d,m,302,199,276,1977
12220,16,e,m,197,34,74,1977
12220,13,f,m,43,48,266,1977
12220,15,g,m,34,56,34,1977
12220,12,h,m,0,60,5,1977
12220,19,i,m,5,131,107,1977
12220,14,j,m,7,22,76,1977
12220,11,k,m,953,119,35,1977
12220,40,l,m,13,255,156,1977
12260,2727,a,m,1656,651,1874,1977
12260,930,b,m,810,802,1378,1977
12260,512,c,m,847,811,1216,1977
12260,257,d,m,506,998,1056,1977
12260,96,e,m,241,517,817,1977
12260,71,f,m,451,553,1022,1977
12260,55,g,m,204,274,290,1977
12260,52,h,m,237,252,433,1977
12260,59,i,m,100,225,212,1977
12260,55,j,m,511,334,335,1977
12260,40,k,m,493,294,307,1977
12260,138,l,m,399,2507,959,1977
12420,5248,a,m,3856,1416,3950,1977
12420,1875,b,m,2340,2098,3107,1977
12420,956,c,m,1864,1756,3177,1977
12420,593,d,m,2216,2670,3714,1977
12420,208,e,m,962,1486,1736,1977
12420,185,f,m,791,1898,1863,1977
12420,70,g,m,788,540,1179,1977
12420,55,h,m,336,537,344,1977
12420,84,i,m,485,929,927,1977
12420,78,j,m,1481,2377,1676,1977
12420,58,k,m,194,2488,375,1977
12420,153,l,m,8921,3084,1500,1977
12540,3152,a,m,2157,902,2755,1977
12540,1164,b,m,1477,1275,1878,1977
12540,682,c,m,1539,1468,2004,1977
12540,385,d,m,1252,1532,1739,1977
12540,137,e,m,620,958,1543,1977
12540,99,f,m,437,863,1002,1977
12540,56,g,m,402,298,554,1977
12540,57,h,m,86,267,197,1977
12540,55,i,m,222,241,112,1977
12540,50,j,m,86,2095,346,1977
12540,39,k,m,274,249,34,1977
12540,143,l,m,938,1729,1799,1977
12580,15605,a,m,9372,3780,11244,1977
12580,6229,b,m,4973,5385,8909,1977
12580,3668,c,m,4570,5688,9230,1977
12580,2237,d,m,5067,7643,10657,1977
12580,746,e,m,4195,4734,6237,1977
12580,462,f,m,2984,4705,6325,1977
12580,225,g,m,1639,2628,3298,1977
12580,187,h,m,573,4026,4027,1977
12580,226,i,m,1363,3715,5825,1977
12580,156,j,m,961,2789,4358,1977
12580,138,k,m,1721,4414,1946,1977
12580,310,l,m,6776,18179,15868,1977
12620,1244,a,m,589,322,838,1977
12620,395,b,m,330,339,542,1977
12620,229,c,m,287,377,449,1977
12620,152,d,m,287,451,472,1977
12620,44,e,m,20,186,216,1977
12620,46,f,m,238,520,406,1977
12620,28,g,m,19,128,322,1977
12620,21,h,m,11,102,148,1977
12620,19,i,m,62,431,313,1977
12620,15,j,m,9,86,15,1977
12620,11,k,m,13,28,3351,1977
12620,63,l,m,91,332,528,1977
12700,2095,a,m,1146,641,1266,1977
12700,642,b,m,442,677,795,1977
12700,308,c,m,481,627,889,1977
12700,133,d,m,237,619,507,1977
12700,47,e,m,24,369,157,1977
12700,39,f,m,178,419,321,1977
12700,9,g,m,6,82,20,1977
12700,12,h,m,73,270,41,1977
12700,17,i,m,37,290,376,1977
12700,13,j,m,95,28,73,1977
12700,10,k,m,10,78,9,1977
12700,45,l,m,122,205,512,1977
12940,4224,a,m,3075,1155,2989,1977
12940,1569,b,m,1811,1548,2403,1977
12940,923,c,m,1984,1930,2474,1977
12940,589,d,m,1540,2782,2900,1977
12940,203,e,m,1106,1970,1972,1977
12940,130,f,m,762,1444,2022,1977
12940,71,g,m,607,1194,1001,1977
12940,64,h,m,123,1326,795,1977
12940,74,i,m,178,1951,1199,1977
12940,64,j,m,151,864,329,1977
12940,62,k,m,658,522,575,1977
12940,169,l,m,1967,4771,2927,1977
12980,1047,a,m,476,256,741,1977
12980,421,b,m,365,361,694,1977
12980,250,c,m,267,395,485,1977
12980,151,d,m,275,437,733,1977
12980,57,e,m,82,379,241,1977
12980,46,f,m,341,211,194,1977
12980,25,g,m,37,106,62,1977
12980,18,h,m,5,143,53,1977
12980,28,i,m,17,190,53,1977
12980,24,j,m,89,76,52,1977
12980,14,k,m,18,249,232,1977
12980,75,l,m,960,810,1843,1977
13020,869,a,m,442,185,670,1977
13020,337,b,m,291,255,417,1977
13020,192,c,m,304,338,464,1977
13020,129,d,m,202,381,546,1977
13020,47,e,m,178,267,122,1977
13020,38,f,m,92,140,606,1977
13020,18,g,m,51,74,28,1977
13020,11,h,m,17,58,21,1977
13020,17,i,m,37,727,27,1977
13020,14,j,m,10,46,13,1977
13020,13,k,m,19,21,160,1977
13020,47,l,m,128,1315,501,1977
13140,2876,a,m,1852,737,1789,1977
13140,1047,b,m,1146,995,1518,1977
13140,572,c,m,811,1121,1515,1977
13140,376,d,m,1699,1619,2229,1977
13140,154,e,m,853,1021,1101,1977
13140,105,f,m,695,862,1524,1977
13140,46,g,m,793,1278,377,1977
13140,59,h,m,321,564,625,1977
13140,58,i,m,97,1219,255,1977
13140,57,j,m,189,1309,1127,1977
13140,43,k,m,230,396,654,1977
13140,147,l,m,845,1430,4384,1977
13380,1153,a,m,853,338,854,1977
13380,382,b,m,476,387,523,1977
13380,218,c,m,375,422,754,1977
13380,135,d,m,543,502,529,1977
13380,35,e,m,12,222,274,1977
13380,20,f,m,67,253,200,1977
13380,23,g,m,207,135,157,1977
13380,15,h,m,19,11,49,1977
13380,14,i,m,155,22,293,1977
13380,13,j,m,46,19,62,1977
13380,10,k,m,245,18,7,1977
13380,47,l,m,188,181,88,1977
13460,815,a,m,692,287,597,1977
13460,225,b,m,288,276,398,1977
13460,128,c,m,329,322,255,1977
13460,71,d,m,231,325,275,1977
13460,15,e,m,60,107,63,1977
13460,24,f,m,63,179,172,1977
13460,15,g,m,13,158,21,1977
13460,7,h,m,0,69,9,1977
13460,6,i,m,0,19,0,1977
13460,10,j,m,5,7,235,1977
13460,4,k,m,0,8,8,1977
13460,21,l,m,55,156,25,1977
13740,1414,a,m,1017,391,1138,1977
13740,483,b,m,606,447,905,1977
13740,324,c,m,652,639,835,1977
13740,197,d,m,561,734,938,1977
13740,77,e,m,342,527,804,1977
13740,57,f,m,168,589,569,1977
13740,22,g,m,6,374,12,1977
13740,24,h,m,17,152,94,1977
13740,27,i,m,48,139,161,1977
13740,35,j,m,54,155,46,1977
13740,33,k,m,58,113,12,1977
13740,101,l,m,432,365,552,1977
13780,2026,a,m,977,434,1408,1977
13780,671,b,m,476,422,807,1977
13780,410,c,m,633,536,1027,1977
13780,240,d,m,580,779,932,1977
13780,73,e,m,378,325,563,1977
13780,83,f,m,69,565,511,1977
13780,49,g,m,43,710,426,1977
13780,28,h,m,227,361,142,1977
13780,38,i,m,362,488,147,1977
13780,29,j,m,129,255,423,1977
13780,22,k,m,114,305,54,1977
13780,109,l,m,820,1402,2575,1977
13820,7042,a,m,4764,1715,5038,1977
13820,2638,b,m,2426,2301,4042,1977
13820,1441,c,m,2505,2690,3950,1977
13820,947,d,m,2216,3515,4673,1977
13820,335,e,m,1131,2171,2691,1977
13820,254,f,m,2074,2815,3412,1977
13820,117,g,m,2082,1651,2101,1977
13820,122,h,m,1596,1689,1229,1977
13820,162,i,m,465,3230,1581,1977
13820,118,j,m,584,2162,762,1977
13820,104,k,m,676,1255,1587,1977
13820,263,l,m,5534,7483,10738,1977
13900,809,a,m,539,206,602,1977
13900,342,b,m,430,328,442,1977
13900,172,c,m,292,307,479,1977
13900,127,d,m,333,382,460,1977
13900,51,e,m,141,347,326,1977
13900,34,f,m,218,301,379,1977
13900,15,g,m,57,42,28,1977
13900,12,h,m,0,55,18,1977
13900,15,i,m,1,227,244,1977
13900,13,j,m,6,15,39,1977
13900,10,k,m,0,166,5,1977
13900,50,l,m,58,129,340,1977
13980,916,a,m,615,201,587,1977
13980,318,b,m,164,204,430,1977
13980,145,c,m,204,251,401,1977
13980,88,d,m,344,279,433,1977
13980,25,e,m,357,125,185,1977
13980,33,f,m,140,96,374,1977
13980,23,g,m,24,135,302,1977
13980,12,h,m,7,18,175,1977
13980,20,i,m,58,484,45,1977
13980,15,j,m,419,101,87,1977
13980,7,k,m,0,149,27,1977
13980,52,l,m,96,1130,681,1977
14020,1144,a,m,682,248,782,1977
14020,363,b,m,375,280,575,1977
14020,192,c,m,312,390,636,1977
14020,127,d,m,427,273,637,1977
14020,59,e,m,351,126,249,1977
14020,29,f,m,49,269,418,1977
14020,14,g,m,27,123,4,1977
14020,7,h,m,0,208,87,1977
14020,17,i,m,4,15,39,1977
14020,20,j,m,45,153,17,1977
14020,14,k,m,7,45,39,1977
14020,60,l,m,56,477,1624,1977
14060,951,a,m,651,284,700,1977
14060,376,b,m,429,357,698,1977
14060,233,c,m,438,530,575,1977
14060,133,d,m,341,528,668,1977
14060,55,e,m,95,196,133,1977
14060,52,f,m,602,505,252,1977
14060,26,g,m,27,753,322,1977
14060,19,h,m,6,182,61,1977
14060,15,i,m,0,182,20,1977
14060,19,j,m,38,147,61,1977
14060,15,k,m,188,131,361,1977
14060,67,l,m,379,502,436,1977
14260,2698,a,m,2051,704,1957,1977
14260,955,b,m,1041,890,1428,1977
14260,568,c,m,1115,966,1646,1977
14260,341,d,m,984,1442,1603,1977
14260,100,e,m,504,646,840,1977
14260,77,f,m,401,933,667,1977
14260,45,g,m,287,535,290,1977
14260,37,h,m,587,196,257,1977
14260,53,i,m,824,1955,520,1977
14260,47,j,m,34,5160,298,1977
14260,39,k,m,160,211,1978,1977
14260,124,l,m,538,1614,1795,1977
14460,35833,a,m,16839,10325,20828,1977
14460,12831,b,m,8479,12282,16301,1977
14460,7424,c,m,8616,14463,16644,1977
14460,4561,d,m,11212,20210,21792,1977
14460,1690,e,m,8166,13504,15720,1977
14460,1026,f,m,9295,15116,17608,1977
14460,452,g,m,7437,9565,7537,1977
14460,347,h,m,3090,12522,6572,1977
14460,330,i,m,7735,6374,8144,1977
14460,246,j,m,2638,16787,6074,1977
14460,188,k,m,20776,10142,9906,1977
14460,358,l,m,12156,26206,36797,1977
14500,1974,a,m,1706,534,1481,1977
14500,663,b,m,747,862,1106,1977
14500,349,c,m,632,773,1163,1977
14500,228,d,m,843,986,1325,1977
14500,78,e,m,494,765,822,1977
14500,49,f,m,329,549,698,1977
14500,27,g,m,23,531,248,1977
14500,22,h,m,104,102,139,1977
14500,32,i,m,822,99,420,1977
14500,17,j,m,118,17,174,1977
14500,20,k,m,714,494,104,1977
14500,68,l,m,416,477,705,1977
14540,715,a,m,424,189,573,1977
14540,276,b,m,237,214,422,1977
14540,120,c,m,199,243,418,1977
14540,87,d,m,333,167,290,1977
14540,34,e,m,279,114,440,1977
14540,24,f,m,75,31,84,1977
14540,16,g,m,129,18,196,1977
14540,16,h,m,5,16,23,1977
14540,19,i,m,91,82,229,1977
14540,23,j,m,49,146,87,1977
14540,14,k,m,0,61,536,1977
14540,57,l,m,139,624,411,1977
14740,1096,a,m,812,282,762,1977
14740,354,b,m,324,411,499,1977
14740,171,c,m,398,317,450,1977
14740,98,d,m,420,353,314,1977
14740,33,e,m,255,157,396,1977
14740,30,f,m,65,90,38,1977
14740,16,g,m,70,56,45,1977
14740,12,h,m,382,24,5,1977
14740,17,i,m,104,15,207,1977
14740,13,j,m,54,50,29,1977
14740,8,k,m,1,11,29,1977
14740,43,l,m,533,524,217,1977
14860,9372,a,m,4565,2797,4679,1977
14860,2923,b,m,2166,2800,3332,1977
14860,1617,c,m,1623,3041,3073,1977
14860,960,d,m,2464,3924,3438,1977
14860,335,e,m,1285,2904,2483,1977
14860,216,f,m,881,2624,3252,1977
14860,100,g,m,2735,1541,1087,1977
14860,78,h,m,678,1048,857,1977
14860,111,i,m,375,6038,1847,1977
14860,92,j,m,536,1824,674,1977
14860,89,k,m,818,3683,1392,1977
14860,213,l,m,2703,10240,6251,1977
15180,1591,a,m,986,423,1631,1977
15180,527,b,m,510,352,1074,1977
15180,305,c,m,694,384,1013,1977
15180,181,d,m,416,474,778,1977
15180,60,e,m,39,240,505,1977
15180,60,f,m,379,570,509,1977
15180,29,g,m,375,86,229,1977
15180,24,h,m,128,311,303,1977
15180,31,i,m,40,105,35,1977
15180,29,j,m,39,351,419,1977
15180,22,k,m,181,79,1089,1977
15180,81,l,m,264,342,1336,1977
15260,671,a,m,454,175,615,1977
15260,274,b,m,318,264,405,1977
15260,142,c,m,290,365,394,1977
15260,72,d,m,211,214,629,1977
15260,37,e,m,340,107,555,1977
15260,20,f,m,53,134,109,1977
15260,11,g,m,545,36,48,1977
15260,10,h,m,14,150,143,1977
15260,15,i,m,8,60,106,1977
15260,17,j,m,68,70,28,1977
15260,10,k,m,44,60,24,1977
