msa,year,firms,job_births,job_continues,job_destruction
14260,2012,11971,12044,22767,25460
14460,2012,89500,86105,217356,236078
14500,2012,9195,6903,14221,15004
14540,2012,2274,3186,4046,4661
14740,2012,4254,3431,6058,8087
14860,2012,20278,23759,49099,47951
15180,2012,4673,4611,8725,11082
15260,2012,2249,1860,2941,3808
15380,2012,19679,13712,44019,45593
15500,2012,2525,2515,4003,5744
15540,2012,5270,3993,8632,10635
15940,2012,6768,5598,13572,15507
15980,2012,11695,11844,43180,33579
16020,2012,2195,1439,3588,4589
16180,2012,1742,1349,2364,3131
16220,2012,2511,2123,4940,4478
16300,2012,5042,4613,10744,11671
16580,2012,3823,2517,7031,7778
16620,2012,5283,6463,11132,15560
16700,2012,12033,13575,28404,32899
16740,2012,30927,41223,102381,95017
16820,2012,4531,2800,6460,8615
16860,2012,8179,9922,19595,22312
16940,2012,2390,1741,2851,3764
16980,2012,167038,183280,377628,479014
17020,2012,3697,2379,5509,6677
17140,2012,31464,39002,93256,107714
17300,2012,3362,2974,8217,9068
17420,2012,1675,2450,3892,4021
17460,2012,36719,38075,91696,106584
17660,2012,3398,2124,4870,6465
17780,2012,3553,3497,5196,7166
17820,2012,11886,10103,21119,28359
17860,2012,3584,2571,6636,5438
17900,2012,12233,11479,25021,35688
17980,2012,1115,1246,1509,1937
18020,2012,1461,2596,6316,3450
18140,2012,26871,38013,107490,85818
18580,2012,7070,7818,17416,18200
18700,2012,1731,1142,1835,3011
18880,2012,3782,3743,7185,9338
19060,2012,1715,958,2821,3449
19100,2012,97942,177786,297393,341878
19140,2012,2108,1348,3205,9338
19180,2012,1250,688,2429,2211
19260,2012,1801,921,2868,3035
19340,2012,6952,5486,15158,17706
19380,2012,12256,14660,28359,37094
19460,2012,2488,2020,4056,6973
19500,2012,1952,1602,4232,4801
19660,2012,9036,7981,11058,15254
19740,2012,52072,59418,112491,134672
19780,2012,10704,12103,27568,29181
19820,2012,69063,72090,178856,198282
20020,2012,2816,2479,4235,6102
20100,2012,2470,1865,3591,5284
20220,2012,2234,1900,4459,4292
20260,2012,5332,3335,9964,10655
20500,2012,8736,7556,18769,21998
20740,2012,3354,3413,6554,8466
20940,2012,1924,2526,3179,5165
21060,2012,1926,1011,4536,4281
21140,2012,3824,4837,12034,9064
21300,2012,1414,1655,2142,4115
21340,2012,9904,11328,22245,29703
21500,2012,4761,3942,9401,12567
21660,2012,7453,4717,11250,13467
21780,2012,6442,6887,13113,18006
21820,2012,1830,911,2501,3829
22020,2012,5021,4729,11648,11073
22140,2012,2280,1692,3365,4054
22180,2012,4557,5258,8962,12648
22220,2012,7396,7293,14113,22871
22380,2012,2702,1714,3985,5801
22420,2012,5755,5829,16499,13565
22500,2012,3301,2059,5940,8628
22520,2012,2584,1542,4211,6289
22540,2012,1992,1110,5320,4155
22660,2012,7312,6082,10292,13793
22900,2012,4773,3102,8439,11164
23060,2012,7725,6697,16727,23136
23420,2012,12267,13354,27104,27886
23460,2012,1627,1736,2479,2505
23540,2012,4670,3183,7187,9292
23580,2012,3063,2572,5068,6860
24020,2012,2501,1790,3079,4563
24140,2012,1786,1114,2682,4234
24220,2012,2201,2103,3649,3860
24300,2012,3662,2881,7409,7301
24340,2012,13325,20972,42194,39957
24500,2012,1956,1066,2851,3704
24540,2012,4147,3168,7187,7635
24580,2012,5961,4011,12203,13593
24660,2012,13029,12821,28367,35727
24780,2012,3009,1803,6536,6329
24860,2012,11359,11857,25033,28929
25060,2012,3856,3570,7973,12091
25180,2012,3926,3062,8264,7339
25260,2012,1357,1210,2495,3026
25420,2012,9790,12092,25303,30461
25500,2012,2464,1483,4571,4460
25540,2012,21289,19509,60420,56630
25620,2012,2590,1809,3497,6033
25860,2012,5702,4350,10148,15003
25980,2012,741,797,955,1822
26100,2012,4586,3934,10414,8558
26180,2012,15688,12946,31139,34328
26300,2012,2150,1344,3079,3318
26380,2012,3818,3027,8708,10526
26420,2012,88701,148843,274418,280194
26580,2012,4189,2542,7518,9687
26620,2012,7031,8153,16401,20972
26820,2012,2961,2318,4389,6428
26900,2012,29043,46924,84978,93929
26980,2012,3070,2237,4489,7484
27060,2012,1987,1436,2878,2859
27100,2012,2348,926,5258,4364
27140,2012,9481,8365,20019,22568
27180,2012,2260,3149,4395,6325
27260,2012,23615,27598,56664,70227
27340,2012,2133,1884,4297,4217
27500,2012,2611,2545,5288,4777
27620,2012,2872,1570,3812,5162
27740,2012,2914,2674,5833,6343
27780,2012,2573,1514,3287,5594
27860,2012,2246,1954,3863,4754
27900,2012,3160,2453,6694,7377
28020,2012,5257,3700,10518,16080
28100,2012,1879,1360,3659,3780
28140,2012,35485,42282,80258,99335
28420,2012,4253,4296,6990,10597
28660,2012,4411,4567,9791,13527
28700,2012,4520,4255,8608,11566
28740,2012,3746,1787,3905,5293
28940,2012,11441,10329,32797,34339
29020,2012,1697,900,2685,3422
29100,2012,2699,2033,5350,6595
29140,2012,3116,2611,7909,6593
29180,2012,7003,7215,15111,18071
29340,2012,3372,1961,6550,8056
29420,2012,2748,2053,3403,6050
29460,2012,8159,7975,14546,19532
29540,2012,9628,8145,16432,23396
29620,2012,7238,6505,13005,18093
29700,2012,3976,4018,8129,8454
29740,2012,2913,2416,4983,7465
29820,2012,27110,40579,72459,94277
29940,2012,2241,1790,2717,4078
30020,2012,1784,1281,3175,3803
30140,2012,2182,1735,3388,3850
30300,2012,1296,754,1578,1950
30340,2012,2125,1807,3746,4041
30460,2012,8868,8240,22415,21055
30620,2012,2039,2084,3652,5173
30700,2012,6478,8665,13742,15485
30780,2012,13039,10912,23998,40699
30860,2012,2619,1559,4746,4275
30980,2012,4355,4293,9330,9996
31020,2012,1776,2168,2164,3664
31100,2012,243398,265754,529421,667553
31140,2012,20837,27240,51844,62314
31180,2012,5541,5342,9643,13601
31340,2012,4600,3174,7916,10212
31420,2012,4001,2568,6797,9218
31460,2012,1623,1727,2654,3399
31540,2012,11536,8811,26136,28513
31700,2012,8251,6828,16072,29431
31740,2012,2168,1690,3298,4374
31860,2012,2138,1484,3987,4300
31900,2012,2151,1878,3414,4123
32580,2012,8568,10042,17306,21496
32780,2012,4524,2723,6064,8072
32820,2012,17437,19501,51356,57546
32900,2012,2365,2540,4102,5213
33100,2012,121554,128972,250338,266957
33140,2012,1939,929,3256,3270
33260,2012,3906,5016,12263,7525
33340,2012,27162,25772,62285,75426
33460,2012,61934,59715,181401,175954
33540,2012,3357,3778,4156,5292
33660,2012,6469,5314,14704,19607
33700,2012,6502,4818,13247,14779
33740,2012,3674,3085,5505,9809
33780,2012,1851,1186,3125,4300
33860,2012,5716,4453,10263,14735
34060,2012,2202,2189,5859,4737
34100,2012,1702,1642,3524,4733
34580,2012,2661,1304,3535,4189
34620,2012,1866,1528,4342,4812
34740,2012,2448,1965,5881,5493
34820,2012,5857,5478,8329,11313
34900,2012,3295,2983,5706,5999
34940,2012,7867,7066,9056,11720
34980,2012,26390,34743,64617,78092
35300,2012,14927,9765,29304,35207
35380,2012,21911,23353,47536,57603
35620,2012,412508,362669,746921,887690
35660,2012,2923,2425,5008,5533
35840,2012,15198,16348,34328,46210
35980,2012,4401,2656,6314,12269
36100,2012,5267,4250,5335,8228
36140,2012,2470,1527,2452,3648
36220,2012,2804,3390,9788,7612
36260,2012,8531,10398,17259,16340
36420,2012,24935,26046,49768,57239
36500,2012,4566,3072,8598,7794
36540,2012,16108,15804,36184,43273
36740,2012,39147,60542,82930,122401
36780,2012,2828,1649,6002,8341
36980,2012,2044,2012,3703,4931
37100,2012,14656,12217,29286,31986
37340,2012,9595,9639,12692,26367
37380,2012,1412,1225,1098,1978
37460,2012,3356,3564,5336,8336
37620,2012,2904,2106,4990,7376
37700,2012,1988,1658,2908,7646
37860,2012,6567,7243,14937,14336
37900,2012,6612,6882,16022,17489
37980,2012,103067,107954,228086,292790
38060,2012,57807,93941,166468,217053
38220,2012,1350,677,2029,3191
38300,2012,41695,44719,107416,119798
38340,2012,3097,1859,4172,6117
38540,2012,1718,3031,2448,4999
38860,2012,12516,9680,20239,24731
38900,2012,45850,45814,92031,107198
38940,2012,7627,6348,9642,13339
39100,2012,12705,7627,17959,23801
39140,2012,4230,3554,4927,7247
39300,2012,29972,23593,51146,68190
39340,2012,8286,10252,19841,21954
39380,2012,2458,1882,3582,4919
39460,2012,2827,3701,3679,4238
39540,2012,3173,2668,5292,6228
39580,2012,21253,23348,49098,49873
39660,2012,3423,2329,4678,4670
39740,2012,6447,4203,11407,13733
39820,2012,3354,2170,4173,5524
39900,2012,8945,14338,16068,21168
40060,2012,22345,22826,55774,62111
40140,2012,46065,52557,100715,130671
40220,2012,6223,4519,12491,13604
40340,2012,3492,2350,6472,6058
40380,2012,17487,13766,37010,42566
40420,2012,5709,5777,12276,15595
40580,2012,2255,3161,3685,5789
40660,2012,1554,1163,2634,3727
40900,2012,31980,31433,59291,86899
40980,2012,3403,2704,7107,8658
41060,2012,4278,3070,8571,9299
41100,2012,3108,2586,4178,5453
41140,2012,2287,1944,4236,5493
41180,2012,49170,54143,107784,141995
41420,2012,6944,4204,11002,15198
41500,2012,6533,6620,12442,14369
41540,2012,2267,2144,3072,4828
41620,2012,23142,29725,56434,70823
41660,2012,2219,1588,3695,4498
41700,2012,28595,43999,77817,101822
41740,2012,55522,61757,116319,150994
41780,2012,1529,754,3235,2909
41860,2012,88471,91033,201140,219276
41940,2012,35174,44353,95191,107815
42020,2012,6156,4345,8287,10610
42060,2012,8908,7196,14438,17264
42100,2012,5507,3558,6824,8992
42140,2012,3787,2411,3237,6927
42220,2012,10516,6789,13204,20924
42340,2012,6320,7712,12060,18370
42540,2012,9820,10082,21569,24306
42660,2012,69250,67338,139165,181939
42680,2012,3167,2687,3620,5362
43100,2012,2188,1740,3873,5640
43300,2012,2056,1650,3459,4548
43340,2012,6988,5496,13323,18799
43580,2012,2990,2323,4820,6212
43620,2012,5628,6169,9685,12136
43780,2012,5125,3583,9422,12952
43900,2012,4679,3558,10935,11179
44060,2012,9018,7527,14467,20026
44100,2012,4205,3385,8272,10604
44140,2012,11130,6086,18954,23105
44180,2012,8209,8645,15339,19108
44220,2012,1906,754,4847,4192
44300,2012,2580,1543,5625,6255
44600,2012,1827,1031,2815,2901
44700,2012,8194,8022,15946,20266
44940,2012,1451,700,2376,2727
45060,2012,11446,8362,24706,26330
45220,2012,6601,5954,9612,13179
45300,2012,50284,92693,120986,176270
45460,2012,2900,4331,5409,5724
45500,2012,2316,1650,4079,5008
45780,2012,10560,8808,24974,30864
45820,2012,4270,3272,7207,8957
45940,2012,7500,5272,24826,18794
46060,2012,14098,14476,29270,36762
46140,2012,17872,18507,35917,44770
46220,2012,3461,2621,6399,8045
46340,2012,4463,3319,7418,11056
46540,2012,4619,2716,7373,9396
46660,2012,2380,2286,5272,6000
46700,2012,5096,4313,9832,12053
47020,2012,2319,2215,4145,5435
47220,2012,2389,1927,3916,5832
47260,2012,25344,29500,58711,75944
47300,2012,5068,14684,10840,15485
47380,2012,3954,3551,7453,12866
47580,2012,1800,1496,2989,4685
47900,2012,99399,120993,267506,333568
47940,2012,3219,2638,7190,7038
48140,2012,2727,3827,4426,6048
48300,2012,2488,1181,2667,4043
48540,2012,2620,1362,6165,5105
48620,2012,10678,13176,21808,33075
48660,2012,2891,1999,4189,5287
48700,2012,2337,2323,4307,5533
48900,2012,7436,5578,9706,16308
49020,2012,2474,2203,3920,3891
49180,2012,7731,6091,14580,19823
49340,2012,13196,9657,25325,26687
49420,2012,3813,2686,6328,7700
49620,2012,6478,8330,13379,15809
49660,2012,9445,6999,19303,20662
49700,2012,2077,1892,2936,4708
49740,2012,2550,2701,4375,6191
