msa,fipstate,fipscty,name_county,micro-metro,state1,city,city2,city3,city4,city5,city6,city7
16860,47,153,"Sequatchie County, Tennessee",Metropolitan,TN,Chattanooga,,,,,,
16900,45,23,"Chester County, South Carolina",Micropolitan,SC,Chester,,,,,,
16940,56,21,"Laramie County, Wyoming",Metropolitan,WY,Cheyenne,,,,,,
16980,17,31,"Cook County, Illinois",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,17,37,"DeKalb County, Illinois",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,17,43,"DuPage County, Illinois",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,17,63,"Grundy County, Illinois",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,17,89,"Kane County, Illinois",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,17,93,"Kendall County, Illinois",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,17,97,"Lake County, Illinois",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,17,111,"McHenry County, Illinois",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,17,197,"Will County, Illinois",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,18,73,"Jasper County, Indiana",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,18,89,"Lake County, Indiana",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,18,111,"Newton County, Indiana",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,18,127,"Porter County, Indiana",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
16980,55,59,"Kenosha County, Wisconsin",Metropolitan,IL,Chicago,Naperville,Joliet,,,,
17020,6,7,"Butte County, California",Metropolitan,CA,Chico,,,,,,
17060,39,141,"Ross County, Ohio",Micropolitan,OH,Chillicothe,,,,,,
17140,18,29,"Dearborn County, Indiana",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,18,47,"Franklin County, Indiana",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,18,115,"Ohio County, Indiana",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,21,15,"Boone County, Kentucky",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,21,23,"Bracken County, Kentucky",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,21,37,"Campbell County, Kentucky",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,21,77,"Gallatin County, Kentucky",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,21,81,"Grant County, Kentucky",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,21,117,"Kenton County, Kentucky",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,21,191,"Pendleton County, Kentucky",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,39,15,"Brown County, Ohio",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,39,17,"Butler County, Ohio",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,39,25,"Clermont County, Ohio",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,39,61,"Hamilton County, Ohio",Metropolitan,OH,Cincinnati,Middletown,,,,,
17140,39,165,"Warren County, Ohio",Metropolitan,OH,Cincinnati,Middletown,,,,,
17180,41,65,"Wasco County, Oregon",Micropolitan,OR,City of The Dalles,,,,,,
17200,33,19,"Sullivan County, New Hampshire",Micropolitan,NH,Claremont,,,,,,
17220,54,17,"Doddridge County, West Virginia",Micropolitan,WV,Clarksburg,,,,,,
17220,54,33,"Harrison County, West Virginia",Micropolitan,WV,Clarksburg,,,,,,
17220,54,91,"Taylor County, West Virginia",Micropolitan,WV,Clarksburg,,,,,,
17260,28,27,"Coahoma County, Mississippi",Micropolitan,MS,Clarksdale,,,,,,
17300,21,47,"Christian County, Kentucky",Metropolitan,TN,Clarksville,,,,,,
17300,21,221,"Trigg County, Kentucky",Metropolitan,TN,Clarksville,,,,,,
17300,47,125,"Montgomery County, Tennessee",Metropolitan,TN,Clarksville,,,,,,
17300,47,161,"Stewart County, Tennessee",Metropolitan,TN,Clarksville,,,,,,
17340,6,33,"Lake County, California",Micropolitan,CA,Clearlake,,,,,,
17380,28,11,"Bolivar County, Mississippi",Micropolitan,MS,Cleveland,,,,,,
17420,47,11,"Bradley County, Tennessee",Metropolitan,TN,Cleveland,,,,,,
17420,47,139,"Polk County, Tennessee",Metropolitan,TN,Cleveland,,,,,,
17460,39,35,"Cuyahoga County, Ohio",Metropolitan,OH,Cleveland,Elyria,Mentor,,,,
17460,39,55,"Geauga County, Ohio",Metropolitan,OH,Cleveland,Elyria,Mentor,,,,
17460,39,85,"Lake County, Ohio",Metropolitan,OH,Cleveland,Elyria,Mentor,,,,
17460,39,93,"Lorain County, Ohio",Metropolitan,OH,Cleveland,Elyria,Mentor,,,,
17460,39,103,"Medina County, Ohio",Metropolitan,OH,Cleveland,Elyria,Mentor,,,,
17500,12,51,"Hendry County, Florida",Micropolitan,FL,Clewiston,,,,,,
17540,19,45,"Clinton County, Iowa",Micropolitan,IA,Clinton,,,,,,
17580,35,9,"Curry County, New Mexico",Micropolitan,NM,Clovis,,,,,,
17660,16,55,"Kootenai County, Idaho",Metropolitan,ID,Coeur d'Alene,,,,,,
17700,20,125,"Montgomery County, Kansas",Micropolitan,KS,Coffeyville,,,,,,
17740,26,23,"Branch County, Michigan",Micropolitan,MI,Coldwater,,,,,,
17780,48,41,"Brazos County, Texas",Metropolitan,TX,College Station,Bryan,,,,,
17780,48,51,"Burleson County, Texas",Metropolitan,TX,College Station,Bryan,,,,,
17780,48,395,"Robertson County, Texas",Metropolitan,TX,College Station,Bryan,,,,,
17820,8,41,"El Paso County, Colorado",Metropolitan,CO,Colorado Springs,,,,,,
17820,8,119,"Teller County, Colorado",Metropolitan,CO,Colorado Springs,,,,,,
17860,29,19,"Boone County, Missouri",Metropolitan,MO,Columbia,,,,,,
17860,29,89,"Howard County, Missouri",Metropolitan,MO,Columbia,,,,,,
17900,45,17,"Calhoun County, South Carolina",Metropolitan,SC,Columbia,,,,,,
17900,45,39,"Fairfield County, South Carolina",Metropolitan,SC,Columbia,,,,,,
17900,45,55,"Kershaw County, South Carolina",Metropolitan,SC,Columbia,,,,,,
17900,45,63,"Lexington County, South Carolina",Metropolitan,SC,Columbia,,,,,,
17900,45,79,"Richland County, South Carolina",Metropolitan,SC,Columbia,,,,,,
17900,45,81,"Saluda County, South Carolina",Metropolitan,SC,Columbia,,,,,,
17940,47,119,"Maury County, Tennessee",Micropolitan,TN,Columbia,,,,,,
17980,1,113,"Russell County, Alabama",Metropolitan,GA,Columbus,,,,,,
17980,13,53,"Chattahoochee County, Georgia",Metropolitan,GA,Columbus,,,,,,
17980,13,145,"Harris County, Georgia",Metropolitan,GA,Columbus,,,,,,
17980,13,197,"Marion County, Georgia",Metropolitan,GA,Columbus,,,,,,
17980,13,215,"Muscogee County, Georgia",Metropolitan,GA,Columbus,,,,,,
18020,18,5,"Bartholomew County, Indiana",Metropolitan,IN,Columbus,,,,,,
18060,28,87,"Lowndes County, Mississippi",Micropolitan,MS,Columbus,,,,,,
18100,31,141,"Platte County, Nebraska",Micropolitan,NE,Columbus,,,,,,
18140,39,41,"Delaware County, Ohio",Metropolitan,OH,Columbus,,,,,,
18140,39,45,"Fairfield County, Ohio",Metropolitan,OH,Columbus,,,,,,
18140,39,49,"Franklin County, Ohio",Metropolitan,OH,Columbus,,,,,,
18140,39,89,"Licking County, Ohio",Metropolitan,OH,Columbus,,,,,,
18140,39,97,"Madison County, Ohio",Metropolitan,OH,Columbus,,,,,,
18140,39,117,"Morrow County, Ohio",Metropolitan,OH,Columbus,,,,,,
18140,39,129,"Pickaway County, Ohio",Metropolitan,OH,Columbus,,,,,,
18140,39,159,"Union County, Ohio",Metropolitan,OH,Columbus,,,,,,
18180,33,13,"Merrimack County, New Hampshire",Micropolitan,NH,Concord,,,,,,
18220,18,41,"Fayette County, Indiana",Micropolitan,IN,Connersville,,,,,,
18260,47,87,"Jackson County, Tennessee",Micropolitan,TN,Cookeville,,,,,,
18260,47,133,"Overton County, Tennessee",Micropolitan,TN,Cookeville,,,,,,
18260,47,141,"Putnam County, Tennessee",Micropolitan,TN,Cookeville,,,,,,
18300,41,11,"Coos County, Oregon",Micropolitan,OR,Coos Bay,,,,,,
18340,21,235,"Whitley County, Kentucky",Micropolitan,KY,Corbin,,,,,,
18380,13,81,"Crisp County, Georgia",Micropolitan,GA,Cordele,,,,,,
18420,28,3,"Alcorn County, Mississippi",Micropolitan,MS,Corinth,,,,,,
18460,13,137,"Habersham County, Georgia",Micropolitan,GA,Cornelia,,,,,,
18500,36,101,"Steuben County, New York",Micropolitan,NY,Corning,,,,,,
18580,48,7,"Aransas County, Texas",Metropolitan,TX,Corpus Christi,,,,,,
18580,48,355,"Nueces County, Texas",Metropolitan,TX,Corpus Christi,,,,,,
18580,48,409,"San Patricio County, Texas",Metropolitan,TX,Corpus Christi,,,,,,
18620,48,349,"Navarro County, Texas",Micropolitan,TX,Corsicana,,,,,,
18660,36,23,"Cortland County, New York",Micropolitan,NY,Cortland,,,,,,
18700,41,3,"Benton County, Oregon",Metropolitan,OR,Corvallis,,,,,,
18740,39,31,"Coshocton County, Ohio",Micropolitan,OH,Coshocton,,,,,,
18820,18,107,"Montgomery County, Indiana",Micropolitan,IN,Crawfordsville,,,,,,
18860,6,15,"Del Norte County, California",Micropolitan,CA,Crescent City,,,,,,
18900,47,35,"Cumberland County, Tennessee",Micropolitan,TN,Crossville,,,,,,
18940,22,1,"Acadia Parish, Louisiana",Micropolitan,LA,Crowley,,,,,,
18980,1,43,"Cullman County, Alabama",Micropolitan,AL,Cullman,,,,,,
19020,51,47,"Culpeper County, Virginia",Micropolitan,VA,Culpeper,,,,,,
19060,24,1,"Allegany County, Maryland",Metropolitan,MD,Cumberland,,,,,,
19060,54,57,"Mineral County, West Virginia",Metropolitan,MD,Cumberland,,,,,,
19100,48,85,"Collin County, Texas",Metropolitan,TX,Dallas,Fort Worth,Arlington,,,,
19100,48,113,"Dallas County, Texas",Metropolitan,TX,Dallas,Fort Worth,Arlington,,,,
19100,48,119,"Delta County, Texas",Metropolitan,TX,Dallas,Fort Worth,Arlington,,,,
19100,48,121,"Denton County, Texas",Metropolitan,TX,Dallas,Fort Worth,Arlington,,,,
19100,48,139,"Ellis County, Texas",Metropolitan,TX,Dallas,Fort Worth,Arlington,,,,
19100,48,231,"Hunt County, Texas",Metropolitan,TX,Dallas,Fort Worth,Arlington,,,,
19100,48,251,"Johnson County, Texas",Metropolitan,TX,Dallas,Fort Worth,Arlington,,,,
19100,48,257,"Kaufman County, Texas",Metropolitan,TX,Dallas,Fort Worth,Arlington,,,,
19100,48,367,"Parker County, Texas",Metropolitan,TX,Dallas,Fort Worth,Arlington,,,,
19100,48,397,"Rockwall County, Texas",Metropolitan,TX,Dallas,Fort Worth,Arlington,,,,
19100,48,439,"Tarrant County, Texas",Metropolitan,TX,Dallas,Fort Worth,Arlington,,,,
19100,48,497,"Wise County, Texas",Metropolitan,TX,Dallas,Fort Worth,Arlington,,,,
19140,13,213,"Murray County, Georgia",Metropolitan,GA,Dalton,,,,,,
19140,13,313,"Whitfield County, Georgia",Metropolitan,GA,Dalton,,,,,,
19180,17,183,"Vermilion County, Illinois",Metropolitan,IL,Danville,,,,,,
19220,21,21,"Boyle County, Kentucky",Micropolitan,KY,Danville,,,,,,
19220,21,137,"Lincoln County, Kentucky",Micropolitan,KY,Danville,,,,,,
19260,51,143,"Pittsylvania County, Virginia",Metropolitan,VA,Danville,,,,,,
19260,51,590,"Danville city, Virginia",Metropolitan,VA,Danville,,,,,,
19300,1,3,"Baldwin County, Alabama",Micropolitan,AL,Daphne,Fairhope,Foley,,,,
19340,17,73,"Henry County, Illinois",Metropolitan,IA,Davenport,Moline,Rock Island,,,,
19340,17,131,"Mercer County, Illinois",Metropolitan,IA,Davenport,Moline,Rock Island,,,,
19340,17,161,"Rock Island County, Illinois",Metropolitan,IA,Davenport,Moline,Rock Island,,,,
19340,19,163,"Scott County, Iowa",Metropolitan,IA,Davenport,Moline,Rock Island,,,,
19380,39,57,"Greene County, Ohio",Metropolitan,OH,Dayton,,,,,,
19380,39,109,"Miami County, Ohio",Metropolitan,OH,Dayton,,,,,,
19380,39,113,"Montgomery County, Ohio",Metropolitan,OH,Dayton,,,,,,
19380,39,135,"Preble County, Ohio",Metropolitan,OH,Dayton,,,,,,
19460,1,79,"Lawrence County, Alabama",Metropolitan,AL,Decatur,,,,,,
19460,1,103,"Morgan County, Alabama",Metropolitan,AL,Decatur,,,,,,
19500,17,115,"Macon County, Illinois",Metropolitan,IL,Decatur,,,,,,
19540,18,1,"Adams County, Indiana",Micropolitan,IN,Decatur,,,,,,
19580,39,39,"Defiance County, Ohio",Micropolitan,OH,Defiance,,,,,,
19620,48,465,"Val Verde County, Texas",Micropolitan,TX,Del Rio,,,,,,
19660,12,127,"Volusia County, Florida",Metropolitan,FL,Deltona,Daytona Beach,Ormond Beach,,,,
19700,35,29,"Luna County, New Mexico",Micropolitan,NM,Deming,,,,,,
19740,8,1,"Adams County, Colorado",Metropolitan,CO,Denver,Aurora,,,,,
19740,8,5,"Arapahoe County, Colorado",Metropolitan,CO,Denver,Aurora,,,,,
19740,8,14,"Broomfield County, Colorado",Metropolitan,CO,Denver,Aurora,,,,,
19740,8,19,"Clear Creek County, Colorado",Metropolitan,CO,Denver,Aurora,,,,,
19740,8,31,"Denver County, Colorado",Metropolitan,CO,Denver,Aurora,,,,,
19740,8,35,"Douglas County, Colorado",Metropolitan,CO,Denver,Aurora,,,,,
19740,8,39,"Elbert County, Colorado",Metropolitan,CO,Denver,Aurora,,,,,
19740,8,47,"Gilpin County, Colorado",Metropolitan,CO,Denver,Aurora,,,,,
19740,8,59,"Jefferson County, Colorado",Metropolitan,CO,Denver,Aurora,,,,,
19740,8,93,"Park County, Colorado",Metropolitan,CO,Denver,Aurora,,,,,
19760,22,11,"Beauregard Parish, Louisiana",Micropolitan,LA,De Ridder,,,,,,
19780,19,49,"Dallas County, Iowa",Metropolitan,IA,Des Moines,West Des Moines,,,,,
19780,19,77,"Guthrie County, Iowa",Metropolitan,IA,Des Moines,West Des Moines,,,,,
19780,19,121,"Madison County, Iowa",Metropolitan,IA,Des Moines,West Des Moines,,,,,
19780,19,153,"Polk County, Iowa",Metropolitan,IA,Des Moines,West Des Moines,,,,,
19780,19,181,"Warren County, Iowa",Metropolitan,IA,Des Moines,West Des Moines,,,,,
19820,26,87,"Lapeer County, Michigan",Metropolitan,MI,Detroit,Warren,Livonia,,,,
19820,26,93,"Livingston County, Michigan",Metropolitan,MI,Detroit,Warren,Livonia,,,,
19820,26,99,"Macomb County, Michigan",Metropolitan,MI,Detroit,Warren,Livonia,,,,
19820,26,125,"Oakland County, Michigan",Metropolitan,MI,Detroit,Warren,Livonia,,,,
19820,26,147,"St. Clair County, Michigan",Metropolitan,MI,Detroit,Warren,Livonia,,,,
19820,26,163,"Wayne County, Michigan",Metropolitan,MI,Detroit,Warren,Livonia,,,,
19860,38,7,"Billings County, North Dakota",Micropolitan,ND,Dickinson,,,,,,
19860,38,89,"Stark County, North Dakota",Micropolitan,ND,Dickinson,,,,,,
19900,45,33,"Dillon County, South Carolina",Micropolitan,SC,Dillon,,,,,,
19940,17,103,"Lee County, Illinois",Micropolitan,IL,Dixon,,,,,,
19980,20,57,"Ford County, Kansas",Micropolitan,KS,Dodge City,,,,,,
20020,1,61,"Geneva County, Alabama",Metropolitan,AL,Dothan,,,,,,
20020,1,67,"Henry County, Alabama",Metropolitan,AL,Dothan,,,,,,
20020,1,69,"Houston County, Alabama",Metropolitan,AL,Dothan,,,,,,
20060,13,3,"Atkinson County, Georgia",Micropolitan,GA,Douglas,,,,,,
20060,13,69,"Coffee County, Georgia",Micropolitan,GA,Douglas,,,,,,
20100,10,1,"Kent County, Delaware",Metropolitan,DE,Dover,,,,,,
20140,13,167,"Johnson County, Georgia",Micropolitan,GA,Dublin,,,,,,
20140,13,175,"Laurens County, Georgia",Micropolitan,GA,Dublin,,,,,,
20180,42,33,"Clearfield County, Pennsylvania",Micropolitan,PA,DuBois,,,,,,
20220,19,61,"Dubuque County, Iowa",Metropolitan,IA,Dubuque,,,,,,
20260,27,17,"Carlton County, Minnesota",Metropolitan,MN,Duluth,,,,,,
20260,27,137,"St. Louis County, Minnesota",Metropolitan,MN,Duluth,,,,,,
20260,55,31,"Douglas County, Wisconsin",Metropolitan,MN,Duluth,,,,,,
20300,48,341,"Moore County, Texas",Micropolitan,TX,Dumas,,,,,,
20340,40,137,"Stephens County, Oklahoma",Micropolitan,OK,Duncan,,,,,,
20380,37,85,"Harnett County, North Carolina",Micropolitan,NC,Dunn,,,,,,
20420,8,67,"La Plata County, Colorado",Micropolitan,CO,Durango,,,,,,
20460,40,13,"Bryan County, Oklahoma",Micropolitan,OK,Durant,,,,,,
20500,37,37,"Chatham County, North Carolina",Metropolitan,NC,Durham,,,,,,
20500,37,63,"Durham County, North Carolina",Metropolitan,NC,Durham,,,,,,
20500,37,135,"Orange County, North Carolina",Metropolitan,NC,Durham,,,,,,
20500,37,145,"Person County, North Carolina",Metropolitan,NC,Durham,,,,,,
20540,47,45,"Dyer County, Tennessee",Micropolitan,TN,Dyersburg,,,,,,
20580,48,323,"Maverick County, Texas",Micropolitan,TX,Eagle Pass,,,,,,
20620,39,29,"Columbiana County, Ohio",Micropolitan,OH,East Liverpool,Salem,,,,,
20660,24,41,"Talbot County, Maryland",Micropolitan,MD,Easton,,,,,,
20700,42,89,"Monroe County, Pennsylvania",Micropolitan,PA,East Stroudsburg,,,,,,
20740,55,17,"Chippewa County, Wisconsin",Metropolitan,WI,Eau Claire,,,,,,
20740,55,35,"Eau Claire County, Wisconsin",Metropolitan,WI,Eau Claire,,,,,,
20780,8,37,"Eagle County, Colorado",Micropolitan,CO,Edwards,,,,,,
20780,8,65,"Lake County, Colorado",Micropolitan,CO,Edwards,,,,,,
20820,17,49,"Effingham County, Illinois",Micropolitan,IL,Effingham,,,,,,
20900,48,481,"Wharton County, Texas",Micropolitan,TX,El Campo,,,,,,
20940,6,25,"Imperial County, California",Metropolitan,CA,El Centro,,,,,,
20980,5,139,"Union County, Arkansas",Micropolitan,AR,El Dorado,,,,,,
21020,37,29,"Camden County, North Carolina",Micropolitan,NC,Elizabeth City,,,,,,
21020,37,139,"Pasquotank County, North Carolina",Micropolitan,NC,Elizabeth City,,,,,,
21020,37,143,"Perquimans County, North Carolina",Micropolitan,NC,Elizabeth City,,,,,,
21060,21,93,"Hardin County, Kentucky",Metropolitan,KY,Elizabethtown,,,,,,
21060,21,123,"Larue County, Kentucky",Metropolitan,KY,Elizabethtown,,,,,,
21120,40,9,"Beckham County, Oklahoma",Micropolitan,OK,Elk City,,,,,,
21140,18,39,"Elkhart County, Indiana",Metropolitan,IN,Elkhart,Goshen,,,,,
21220,32,7,"Elko County, Nevada",Micropolitan,NV,Elko,,,,,,
21220,32,11,"Eureka County, Nevada",Micropolitan,NV,Elko,,,,,,
21260,53,37,"Kittitas County, Washington",Micropolitan,WA,Ellensburg,,,,,,
21300,36,15,"Chemung County, New York",Metropolitan,NY,Elmira,,,,,,
21340,48,141,"El Paso County, Texas",Metropolitan,TX,El Paso,,,,,,
21380,20,17,"Chase County, Kansas",Micropolitan,KS,Emporia,,,,,,
21380,20,111,"Lyon County, Kansas",Micropolitan,KS,Emporia,,,,,,
21420,40,47,"Garfield County, Oklahoma",Micropolitan,OK,Enid,,,,,,
21460,1,31,"Coffee County, Alabama",Micropolitan,AL,Enterprise,Ozark,,,,,
21460,1,45,"Dale County, Alabama",Micropolitan,AL,Enterprise,Ozark,,,,,
21500,42,49,"Erie County, Pennsylvania",Metropolitan,PA,Erie,,,,,,
21540,26,41,"Delta County, Michigan",Micropolitan,MI,Escanaba,,,,,,
21580,35,39,"Rio Arriba County, New Mexico",Micropolitan,NM,Espanola,,,,,,
21640,1,5,"Barbour County, Alabama",Micropolitan,AL,Eufaula,,,,,,
21640,13,239,"Quitman County, Georgia",Micropolitan,AL,Eufaula,,,,,,
21660,41,39,"Lane County, Oregon",Metropolitan,OR,Eugene,Springfield,,,,,
21700,6,23,"Humboldt County, California",Micropolitan,CA,Eureka,Arcata,Fortuna,,,,
21740,56,41,"Uinta County, Wyoming",Micropolitan,WY,Evanston,,,,,,
21780,18,51,"Gibson County, Indiana",Metropolitan,IN,Evansville,,,,,,
21780,18,129,"Posey County, Indiana",Metropolitan,IN,Evansville,,,,,,
21780,18,163,"Vanderburgh County, Indiana",Metropolitan,IN,Evansville,,,,,,
21780,18,173,"Warrick County, Indiana",Metropolitan,IN,Evansville,,,,,,
21780,21,101,"Henderson County, Kentucky",Metropolitan,IN,Evansville,,,,,,
21780,21,233,"Webster County, Kentucky",Metropolitan,IN,Evansville,,,,,,
21820,2,90,"Fairbanks North Star Borough, Alaska",Metropolitan,AK,Fairbanks,,,,,,
21860,27,91,"Martin County, Minnesota",Micropolitan,MN,Fairmont,,,,,,
21900,54,49,"Marion County, West Virginia",Micropolitan,WV,Fairmont,,,,,,
21980,32,1,"Churchill County, Nevada",Micropolitan,NV,Fallon,,,,,,
22020,27,27,"Clay County, Minnesota",Metropolitan,ND,Fargo,,,,,,
22020,38,17,"Cass County, North Dakota",Metropolitan,ND,Fargo,,,,,,
22060,27,131,"Rice County, Minnesota",Micropolitan,MN,Faribault,Northfield,,,,,
22100,29,187,"St. Francois County, Missouri",Micropolitan,MO,Farmington,,,,,,
22140,35,45,"San Juan County, New Mexico",Metropolitan,NM,Farmington,,,,,,
22180,37,51,"Cumberland County, North Carolina",Metropolitan,NC,Fayetteville,,,,,,
22180,37,93,"Hoke County, North Carolina",Metropolitan,NC,Fayetteville,,,,,,
22220,5,7,"Benton County, Arkansas",Metropolitan,AR,Fayetteville,Springdale,Rogers,,,,
22220,5,87,"Madison County, Arkansas",Metropolitan,AR,Fayetteville,Springdale,Rogers,,,,
22220,5,143,"Washington County, Arkansas",Metropolitan,AR,Fayetteville,Springdale,Rogers,,,,
22220,29,119,"McDonald County, Missouri",Metropolitan,AR,Fayetteville,Springdale,Rogers,,,,
22260,27,111,"Otter Tail County, Minnesota",Micropolitan,MN,Fergus Falls,,,,,,
22280,32,19,"Lyon County, Nevada",Micropolitan,NV,Fernley,,,,,,
22300,39,63,"Hancock County, Ohio",Micropolitan,OH,Findlay,,,,,,
22340,13,17,"Ben Hill County, Georgia",Micropolitan,GA,Fitzgerald,,,,,,
22340,13,155,"Irwin County, Georgia",Micropolitan,GA,Fitzgerald,,,,,,
22380,4,5,"Coconino County, Arizona",Metropolitan,AZ,Flagstaff,,,,,,
22420,26,49,"Genesee County, Michigan",Metropolitan,MI,Flint,,,,,,
22500,45,31,"Darlington County, South Carolina",Metropolitan,SC,Florence,,,,,,
22500,45,41,"Florence County, South Carolina",Metropolitan,SC,Florence,,,,,,
22520,1,33,"Colbert County, Alabama",Metropolitan,AL,Florence,Muscle Shoals,,,,,
22520,1,77,"Lauderdale County, Alabama",Metropolitan,AL,Florence,Muscle Shoals,,,,,
22540,55,39,"Fond du Lac County, Wisconsin",Metropolitan,WI,Fond du Lac,,,,,,
22580,37,161,"Rutherford County, North Carolina",Micropolitan,NC,Forest City,,,,,,
22620,5,123,"St. Francis County, Arkansas",Micropolitan,AR,Forrest City,,,,,,
22660,8,69,"Larimer County, Colorado",Metropolitan,CO,Fort Collins,Loveland,,,,,
22700,19,187,"Webster County, Iowa",Micropolitan,IA,Fort Dodge,,,,,,
22780,29,169,"Pulaski County, Missouri",Micropolitan,MO,Fort Leonard Wood,,,,,,
22800,19,111,"Lee County, Iowa",Micropolitan,IA,Fort Madison,Keokuk,,,,,
22800,29,45,"Clark County, Missouri",Micropolitan,IA,Fort Madison,Keokuk,,,,,
22820,8,87,"Morgan County, Colorado",Micropolitan,CO,Fort Morgan,,,,,,
22840,1,49,"DeKalb County, Alabama",Micropolitan,AL,Fort Payne,,,,,,
22860,22,115,"Vernon Parish, Louisiana",Micropolitan,LA,Fort Polk South,,,,,,
22900,5,33,"Crawford County, Arkansas",Metropolitan,AR,Fort Smith,,,,,,
22900,5,47,"Franklin County, Arkansas",Metropolitan,AR,Fort Smith,,,,,,
22900,5,131,"Sebastian County, Arkansas",Metropolitan,AR,Fort Smith,,,,,,
22900,40,79,"Le Flore County, Oklahoma",Metropolitan,AR,Fort Smith,,,,,,
22900,40,135,"Sequoyah County, Oklahoma",Metropolitan,AR,Fort Smith,,,,,,
22980,13,225,"Peach County, Georgia",Micropolitan,GA,Fort Valley,,,,,,
23020,12,91,"Okaloosa County, Florida",Metropolitan,FL,Fort Walton Beach,Crestview,Destin,,,,
23060,18,3,"Allen County, Indiana",Metropolitan,IN,Fort Wayne,,,,,,
23060,18,179,"Wells County, Indiana",Metropolitan,IN,Fort Wayne,,,,,,
23060,18,183,"Whitley County, Indiana",Metropolitan,IN,Fort Wayne,,,,,,
23140,18,23,"Clinton County, Indiana",Micropolitan,IN,Frankfort,,,,,,
23180,21,5,"Anderson County, Kentucky",Micropolitan,KY,Frankfort,,,,,,
23180,21,73,"Franklin County, Kentucky",Micropolitan,KY,Frankfort,,,,,,
23240,48,171,"Gillespie County, Texas",Micropolitan,TX,Fredericksburg,,,,,,
23300,17,177,"Stephenson County, Illinois",Micropolitan,IL,Freeport,,,,,,
23340,31,53,"Dodge County, Nebraska",Micropolitan,NE,Fremont,,,,,,
23380,39,143,"Sandusky County, Ohio",Micropolitan,OH,Fremont,,,,,,
23420,6,19,"Fresno County, California",Metropolitan,CA,Fresno,,,,,,
23460,1,55,"Etowah County, Alabama",Metropolitan,AL,Gadsden,,,,,,
23500,45,21,"Cherokee County, South Carolina",Micropolitan,SC,Gaffney,,,,,,
23540,12,1,"Alachua County, Florida",Metropolitan,FL,Gainesville,,,,,,
23540,12,41,"Gilchrist County, Florida",Metropolitan,FL,Gainesville,,,,,,
23580,13,139,"Hall County, Georgia",Metropolitan,GA,Gainesville,,,,,,
23620,48,97,"Cooke County, Texas",Micropolitan,TX,Gainesville,,,,,,
23660,17,95,"Knox County, Illinois",Micropolitan,IL,Galesburg,,,,,,
23660,17,187,"Warren County, Illinois",Micropolitan,IL,Galesburg,,,,,,
23700,35,31,"McKinley County, New Mexico",Micropolitan,NM,Gallup,,,,,,
23780,20,55,"Finney County, Kansas",Micropolitan,KS,Garden City,,,,,,
23820,32,5,"Douglas County, Nevada",Micropolitan,NV,Gardnerville Ranchos,,,,,,
23860,45,43,"Georgetown County, South Carolina",Micropolitan,SC,Georgetown,,,,,,
23900,42,1,"Adams County, Pennsylvania",Micropolitan,PA,Gettysburg,,,,,,
23940,56,5,"Campbell County, Wyoming",Micropolitan,WY,Gillette,,,,,,
23980,21,9,"Barren County, Kentucky",Micropolitan,KY,Glasgow,,,,,,
23980,21,169,"Metcalfe County, Kentucky",Micropolitan,KY,Glasgow,,,,,,
24020,36,113,"Warren County, New York",Metropolitan,NY,Glens Falls,,,,,,
24020,36,115,"Washington County, New York",Metropolitan,NY,Glens Falls,,,,,,
24100,36,35,"Fulton County, New York",Micropolitan,NY,Gloversville,,,,,,
24140,37,191,"Wayne County, North Carolina",Metropolitan,NC,Goldsboro,,,,,,
24180,48,221,"Hood County, Texas",Micropolitan,TX,Granbury,,,,,,
24180,48,425,"Somervell County, Texas",Micropolitan,TX,Granbury,,,,,,
24220,27,119,"Polk County, Minnesota",Metropolitan,ND,Grand Forks,,,,,,
24220,38,35,"Grand Forks County, North Dakota",Metropolitan,ND,Grand Forks,,,,,,
24260,31,79,"Hall County, Nebraska",Micropolitan,NE,Grand Island,,,,,,
24260,31,93,"Howard County, Nebraska",Micropolitan,NE,Grand Island,,,,,,
