msa,fipstate,fipscty,name_county,micro-metro,state1,city,city2,city3,city4,city5,city6,city7
31340,51,11,"Appomattox County, Virginia",Metropolitan,VA,Lynchburg,,,,,,
31340,51,19,"Bedford County, Virginia",Metropolitan,VA,Lynchburg,,,,,,
31340,51,31,"Campbell County, Virginia",Metropolitan,VA,Lynchburg,,,,,,
31340,51,515,"Bedford city, Virginia",Metropolitan,VA,Lynchburg,,,,,,
31340,51,680,"Lynchburg city, Virginia",Metropolitan,VA,Lynchburg,,,,,,
31380,17,109,"McDonough County, Illinois",Micropolitan,IL,Macomb,,,,,,
31420,13,21,"Bibb County, Georgia",Metropolitan,GA,Macon,,,,,,
31420,13,79,"Crawford County, Georgia",Metropolitan,GA,Macon,,,,,,
31420,13,169,"Jones County, Georgia",Metropolitan,GA,Macon,,,,,,
31420,13,207,"Monroe County, Georgia",Metropolitan,GA,Macon,,,,,,
31420,13,289,"Twiggs County, Georgia",Metropolitan,GA,Macon,,,,,,
31460,6,39,"Madera County, California",Metropolitan,CA,Madera,,,,,,
31500,18,77,"Jefferson County, Indiana",Micropolitan,IN,Madison,,,,,,
31540,55,21,"Columbia County, Wisconsin",Metropolitan,WI,Madison,,,,,,
31540,55,25,"Dane County, Wisconsin",Metropolitan,WI,Madison,,,,,,
31540,55,49,"Iowa County, Wisconsin",Metropolitan,WI,Madison,,,,,,
31580,21,107,"Hopkins County, Kentucky",Micropolitan,KY,Madisonville,,,,,,
31620,5,27,"Columbia County, Arkansas",Micropolitan,AR,Magnolia,,,,,,
31660,36,33,"Franklin County, New York",Micropolitan,NY,Malone,,,,,,
31700,33,11,"Hillsborough County, New Hampshire",Metropolitan,NH,Manchester,Nashua,,,,,
31740,20,61,"Geary County, Kansas",Micropolitan,KS,Manhattan,,,,,,
31740,20,149,"Pottawatomie County, Kansas",Micropolitan,KS,Manhattan,,,,,,
31740,20,161,"Riley County, Kansas",Micropolitan,KS,Manhattan,,,,,,
31820,55,71,"Manitowoc County, Wisconsin",Micropolitan,WI,Manitowoc,,,,,,
31860,27,13,"Blue Earth County, Minnesota",Micropolitan,MN,Mankato,North Mankato,,,,,
31860,27,103,"Nicollet County, Minnesota",Micropolitan,MN,Mankato,North Mankato,,,,,
31900,39,139,"Richland County, Ohio",Metropolitan,OH,Mansfield,,,,,,
31940,26,109,"Menominee County, Michigan",Micropolitan,WI,Marinette,,,,,,
31940,55,75,"Marinette County, Wisconsin",Micropolitan,WI,Marinette,,,,,,
31980,18,53,"Grant County, Indiana",Micropolitan,IN,Marion,,,,,,
32020,39,101,"Marion County, Ohio",Micropolitan,OH,Marion,,,,,,
32060,17,199,"Williamson County, Illinois",Micropolitan,IL,Marion,Herrin,,,,,
32100,26,103,"Marquette County, Michigan",Micropolitan,MI,Marquette,,,,,,
32140,27,83,"Lyon County, Minnesota",Micropolitan,MN,Marshall,,,,,,
32180,29,195,"Saline County, Missouri",Micropolitan,MO,Marshall,,,,,,
32220,48,203,"Harrison County, Texas",Micropolitan,TX,Marshall,,,,,,
32260,19,127,"Marshall County, Iowa",Micropolitan,IA,Marshalltown,,,,,,
32270,55,141,"Wood County, Wisconsin",Micropolitan,WI,Marshfield,Wisconsin Rapids,,,,,
32280,47,183,"Weakley County, Tennessee",Micropolitan,TN,Martin,,,,,,
32300,51,89,"Henry County, Virginia",Micropolitan,VA,Martinsville,,,,,,
32300,51,690,"Martinsville city, Virginia",Micropolitan,VA,Martinsville,,,,,,
32340,29,147,"Nodaway County, Missouri",Micropolitan,MO,Maryville,,,,,,
32380,19,33,"Cerro Gordo County, Iowa",Micropolitan,IA,Mason City,,,,,,
32380,19,195,"Worth County, Iowa",Micropolitan,IA,Mason City,,,,,,
32460,21,83,"Graves County, Kentucky",Micropolitan,KY,Mayfield,,,,,,
32500,21,135,"Lewis County, Kentucky",Micropolitan,KY,Maysville,,,,,,
32500,21,161,"Mason County, Kentucky",Micropolitan,KY,Maysville,,,,,,
32540,40,121,"Pittsburg County, Oklahoma",Micropolitan,OK,McAlester,,,,,,
32580,48,215,"Hidalgo County, Texas",Metropolitan,TX,McAllen,Edinburg,Mission,,,,
32620,28,5,"Amite County, Mississippi",Micropolitan,MS,McComb,,,,,,
32620,28,113,"Pike County, Mississippi",Micropolitan,MS,McComb,,,,,,
32660,47,177,"Warren County, Tennessee",Micropolitan,TN,McMinnville,,,,,,
32700,20,113,"McPherson County, Kansas",Micropolitan,KS,McPherson,,,,,,
32740,42,39,"Crawford County, Pennsylvania",Micropolitan,PA,Meadville,,,,,,
32780,41,29,"Jackson County, Oregon",Metropolitan,OR,Medford,,,,,,
32820,5,35,"Crittenden County, Arkansas",Metropolitan,TN,Memphis,,,,,,
32820,28,33,"DeSoto County, Mississippi",Metropolitan,TN,Memphis,,,,,,
32820,28,93,"Marshall County, Mississippi",Metropolitan,TN,Memphis,,,,,,
32820,28,137,"Tate County, Mississippi",Metropolitan,TN,Memphis,,,,,,
32820,28,143,"Tunica County, Mississippi",Metropolitan,TN,Memphis,,,,,,
32820,47,47,"Fayette County, Tennessee",Metropolitan,TN,Memphis,,,,,,
32820,47,157,"Shelby County, Tennessee",Metropolitan,TN,Memphis,,,,,,
32820,47,167,"Tipton County, Tennessee",Metropolitan,TN,Memphis,,,,,,
32860,55,33,"Dunn County, Wisconsin",Micropolitan,WI,Menomonie,,,,,,
32900,6,47,"Merced County, California",Metropolitan,CA,Merced,,,,,,
32940,28,23,"Clarke County, Mississippi",Micropolitan,MS,Meridian,,,,,,
32940,28,69,"Kemper County, Mississippi",Micropolitan,MS,Meridian,,,,,,
32940,28,75,"Lauderdale County, Mississippi",Micropolitan,MS,Meridian,,,,,,
32980,55,69,"Lincoln County, Wisconsin",Micropolitan,WI,Merrill,,,,,,
33020,29,7,"Audrain County, Missouri",Micropolitan,MO,Mexico,,,,,,
33060,40,115,"Ottawa County, Oklahoma",Micropolitan,OK,Miami,,,,,,
33100,12,11,"Broward County, Florida",Metropolitan,FL,Miami,Fort Lauderdale,Pompano Beach,,,,
33100,12,86,"Miami-Dade County, Florida",Metropolitan,FL,Miami,Fort Lauderdale,Pompano Beach,,,,
33100,12,99,"Palm Beach County, Florida",Metropolitan,FL,Miami,Fort Lauderdale,Pompano Beach,,,,
33140,18,91,"LaPorte County, Indiana",Metropolitan,IN,Michigan City,La Porte,,,,,
33180,21,13,"Bell County, Kentucky",Micropolitan,KY,Middlesborough,,,,,,
33220,26,111,"Midland County, Michigan",Micropolitan,MI,Midland,,,,,,
33260,48,329,"Midland County, Texas",Metropolitan,TX,Midland,,,,,,
33300,13,9,"Baldwin County, Georgia",Micropolitan,GA,Milledgeville,,,,,,
33300,13,141,"Hancock County, Georgia",Micropolitan,GA,Milledgeville,,,,,,
33340,55,79,"Milwaukee County, Wisconsin",Metropolitan,WI,Milwaukee,Waukesha,West Allis,,,,
33340,55,89,"Ozaukee County, Wisconsin",Metropolitan,WI,Milwaukee,Waukesha,West Allis,,,,
33340,55,131,"Washington County, Wisconsin",Metropolitan,WI,Milwaukee,Waukesha,West Allis,,,,
33340,55,133,"Waukesha County, Wisconsin",Metropolitan,WI,Milwaukee,Waukesha,West Allis,,,,
33380,22,119,"Webster Parish, Louisiana",Micropolitan,LA,Minden,,,,,,
33420,48,363,"Palo Pinto County, Texas",Micropolitan,TX,Mineral Wells,,,,,,
33460,27,3,"Anoka County, Minnesota",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33460,27,19,"Carver County, Minnesota",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33460,27,25,"Chisago County, Minnesota",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33460,27,37,"Dakota County, Minnesota",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33460,27,53,"Hennepin County, Minnesota",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33460,27,59,"Isanti County, Minnesota",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33460,27,123,"Ramsey County, Minnesota",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33460,27,139,"Scott County, Minnesota",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33460,27,141,"Sherburne County, Minnesota",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33460,27,163,"Washington County, Minnesota",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33460,27,171,"Wright County, Minnesota",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33460,55,93,"Pierce County, Wisconsin",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33460,55,109,"St. Croix County, Wisconsin",Metropolitan,MN,Minneapolis,St. Paul,Bloomington,,,,
33500,38,49,"McHenry County, North Dakota",Micropolitan,ND,Minot,,,,,,
33500,38,75,"Renville County, North Dakota",Micropolitan,ND,Minot,,,,,,
33500,38,101,"Ward County, North Dakota",Micropolitan,ND,Minot,,,,,,
33540,30,63,"Missoula County, Montana",Metropolitan,MT,Missoula,,,,,,
33580,46,35,"Davison County, South Dakota",Micropolitan,SD,Mitchell,,,,,,
33580,46,61,"Hanson County, South Dakota",Micropolitan,SD,Mitchell,,,,,,
33620,29,175,"Randolph County, Missouri",Micropolitan,MO,Moberly,,,,,,
33660,1,97,"Mobile County, Alabama",Metropolitan,AL,Mobile,,,,,,
33700,6,99,"Stanislaus County, California",Metropolitan,CA,Modesto,,,,,,
33740,22,73,"Ouachita Parish, Louisiana",Metropolitan,LA,Monroe,,,,,,
33740,22,111,"Union Parish, Louisiana",Metropolitan,LA,Monroe,,,,,,
33780,26,115,"Monroe County, Michigan",Metropolitan,MI,Monroe,,,,,,
33820,55,45,"Green County, Wisconsin",Micropolitan,WI,Monroe,,,,,,
33860,1,1,"Autauga County, Alabama",Metropolitan,AL,Montgomery,,,,,,
33860,1,51,"Elmore County, Alabama",Metropolitan,AL,Montgomery,,,,,,
33860,1,85,"Lowndes County, Alabama",Metropolitan,AL,Montgomery,,,,,,
33860,1,101,"Montgomery County, Alabama",Metropolitan,AL,Montgomery,,,,,,
33940,8,85,"Montrose County, Colorado",Micropolitan,CO,Montrose,,,,,,
33980,37,31,"Carteret County, North Carolina",Micropolitan,NC,Morehead City,,,,,,
34020,22,101,"St. Mary Parish, Louisiana",Micropolitan,LA,Morgan City,,,,,,
34060,54,61,"Monongalia County, West Virginia",Metropolitan,WV,Morgantown,,,,,,
34060,54,77,"Preston County, West Virginia",Metropolitan,WV,Morgantown,,,,,,
34100,47,57,"Grainger County, Tennessee",Metropolitan,TN,Morristown,,,,,,
34100,47,63,"Hamblen County, Tennessee",Metropolitan,TN,Morristown,,,,,,
34100,47,89,"Jefferson County, Tennessee",Metropolitan,TN,Morristown,,,,,,
34140,16,57,"Latah County, Idaho",Micropolitan,ID,Moscow,,,,,,
34180,53,25,"Grant County, Washington",Micropolitan,WA,Moses Lake,,,,,,
34220,13,71,"Colquitt County, Georgia",Micropolitan,GA,Moultrie,,,,,,
34260,5,5,"Baxter County, Arkansas",Micropolitan,AR,Mountain Home,,,,,,
34300,16,39,"Elmore County, Idaho",Micropolitan,ID,Mountain Home,,,,,,
34340,37,171,"Surry County, North Carolina",Micropolitan,NC,Mount Airy,,,,,,
34380,26,73,"Isabella County, Michigan",Micropolitan,MI,Mount Pleasant,,,,,,
34420,48,449,"Titus County, Texas",Micropolitan,TX,Mount Pleasant,,,,,,
34460,21,11,"Bath County, Kentucky",Micropolitan,KY,Mount Sterling,,,,,,
34460,21,165,"Menifee County, Kentucky",Micropolitan,KY,Mount Sterling,,,,,,
34460,21,173,"Montgomery County, Kentucky",Micropolitan,KY,Mount Sterling,,,,,,
34500,17,65,"Hamilton County, Illinois",Micropolitan,IL,Mount Vernon,,,,,,
34500,17,81,"Jefferson County, Illinois",Micropolitan,IL,Mount Vernon,,,,,,
34540,39,83,"Knox County, Ohio",Micropolitan,OH,Mount Vernon,,,,,,
34580,53,57,"Skagit County, Washington",Metropolitan,WA,Mount Vernon,Anacortes,,,,,
34620,18,35,"Delaware County, Indiana",Metropolitan,IN,Muncie,,,,,,
34660,21,35,"Calloway County, Kentucky",Micropolitan,KY,Murray,,,,,,
34700,19,115,"Louisa County, Iowa",Micropolitan,IA,Muscatine,,,,,,
34700,19,139,"Muscatine County, Iowa",Micropolitan,IA,Muscatine,,,,,,
34740,26,121,"Muskegon County, Michigan",Metropolitan,MI,Muskegon,Norton Shores,,,,,
34780,40,101,"Muskogee County, Oklahoma",Micropolitan,OK,Muskogee,,,,,,
34820,45,51,"Horry County, South Carolina",Metropolitan,SC,Myrtle Beach,Conway,North Myrtle Beach,,,,
34860,48,347,"Nacogdoches County, Texas",Micropolitan,TX,Nacogdoches,,,,,,
34900,6,55,"Napa County, California",Metropolitan,CA,Napa,,,,,,
34940,12,21,"Collier County, Florida",Metropolitan,FL,Naples,Marco Island,,,,,
34980,47,15,"Cannon County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
34980,47,21,"Cheatham County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
34980,47,37,"Davidson County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
34980,47,43,"Dickson County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
34980,47,81,"Hickman County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
34980,47,111,"Macon County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
34980,47,147,"Robertson County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
34980,47,149,"Rutherford County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
34980,47,159,"Smith County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
34980,47,165,"Sumner County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
34980,47,169,"Trousdale County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
34980,47,187,"Williamson County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
34980,47,189,"Wilson County, Tennessee",Metropolitan,TN,Nashville,Davidson,,Murfreesboro,,Franklin,
35020,22,29,"Concordia Parish, Louisiana",Micropolitan,MS,Natchez,,,,,,
35020,28,1,"Adams County, Mississippi",Micropolitan,MS,Natchez,,,,,,
35060,22,69,"Natchitoches Parish, Louisiana",Micropolitan,LA,Natchitoches,,,,,,
35100,37,49,"Craven County, North Carolina",Micropolitan,NC,New Bern,,,,,,
35100,37,103,"Jones County, North Carolina",Micropolitan,NC,New Bern,,,,,,
35100,37,137,"Pamlico County, North Carolina",Micropolitan,NC,New Bern,,,,,,
35140,45,71,"Newberry County, South Carolina",Micropolitan,SC,Newberry,,,,,,
35220,18,65,"Henry County, Indiana",Micropolitan,IN,New Castle,,,,,,
35260,42,73,"Lawrence County, Pennsylvania",Micropolitan,PA,New Castle,,,,,,
35300,9,9,"New Haven County, Connecticut",Metropolitan,CT,New Haven,Milford,,,,,
35340,22,45,"Iberia Parish, Louisiana",Micropolitan,LA,New Iberia,,,,,,
35380,22,51,"Jefferson Parish, Louisiana",Metropolitan,LA,New Orleans,Metairie,Kenner,,,,
35380,22,71,"Orleans Parish, Louisiana",Metropolitan,LA,New Orleans,Metairie,Kenner,,,,
35380,22,75,"Plaquemines Parish, Louisiana",Metropolitan,LA,New Orleans,Metairie,Kenner,,,,
35380,22,87,"St. Bernard Parish, Louisiana",Metropolitan,LA,New Orleans,Metairie,Kenner,,,,
35380,22,89,"St. Charles Parish, Louisiana",Metropolitan,LA,New Orleans,Metairie,Kenner,,,,
35380,22,95,"St. John the Baptist Parish, Louisiana",Metropolitan,LA,New Orleans,Metairie,Kenner,,,,
35380,22,103,"St. Tammany Parish, Louisiana",Metropolitan,LA,New Orleans,Metairie,Kenner,,,,
35420,39,157,"Tuscarawas County, Ohio",Micropolitan,OH,New Philadelphia,Dover,,,,,
35460,47,29,"Cocke County, Tennessee",Micropolitan,TN,Newport,,,,,,
35500,19,99,"Jasper County, Iowa",Micropolitan,IA,Newton,,,,,,
35580,27,15,"Brown County, Minnesota",Micropolitan,MN,New Ulm,,,,,,
35620,34,3,"Bergen County, New Jersey",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,34,13,"Essex County, New Jersey",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,34,17,"Hudson County, New Jersey",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,34,19,"Hunterdon County, New Jersey",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,34,23,"Middlesex County, New Jersey",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,34,25,"Monmouth County, New Jersey",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,34,27,"Morris County, New Jersey",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,34,29,"Ocean County, New Jersey",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,34,31,"Passaic County, New Jersey",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,34,35,"Somerset County, New Jersey",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,34,37,"Sussex County, New Jersey",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,34,39,"Union County, New Jersey",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,36,5,"Bronx County, New York",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,36,47,"Kings County, New York",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,36,59,"Nassau County, New York",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,36,61,"New York County, New York",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,36,79,"Putnam County, New York",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,36,81,"Queens County, New York",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,36,85,"Richmond County, New York",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,36,87,"Rockland County, New York",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,36,103,"Suffolk County, New York",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,36,119,"Westchester County, New York",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35620,42,103,"Pike County, Pennsylvania",Metropolitan,NY,New York,Northern New Jersey,Long Island,,,,
35660,26,21,"Berrien County, Michigan",Metropolitan,MI,Niles,Benton Harbor,,,,,
35700,4,23,"Santa Cruz County, Arizona",Micropolitan,AZ,Nogales,,,,,,
35740,31,119,"Madison County, Nebraska",Micropolitan,NE,Norfolk,,,,,,
35740,31,139,"Pierce County, Nebraska",Micropolitan,NE,Norfolk,,,,,,
35740,31,167,"Stanton County, Nebraska",Micropolitan,NE,Norfolk,,,,,,
35820,31,111,"Lincoln County, Nebraska",Micropolitan,NE,North Platte,,,,,,
35820,31,113,"Logan County, Nebraska",Micropolitan,NE,North Platte,,,,,,
35820,31,117,"McPherson County, Nebraska",Micropolitan,NE,North Platte,,,,,,
35860,18,79,"Jennings County, Indiana",Micropolitan,IN,North Vernon,,,,,,
35900,37,193,"Wilkes County, North Carolina",Micropolitan,NC,North Wilkesboro,,,,,,
35940,39,77,"Huron County, Ohio",Micropolitan,OH,Norwalk,,,,,,
35980,9,11,"New London County, Connecticut",Metropolitan,CT,Norwich,New London,,,,,
36020,53,29,"Island County, Washington",Micropolitan,WA,Oak Harbor,,,,,,
36060,54,19,"Fayette County, West Virginia",Micropolitan,WV,Oak Hill,,,,,,
36100,12,83,"Marion County, Florida",Metropolitan,FL,Ocala,,,,,,
36140,34,9,"Cape May County, New Jersey",Metropolitan,NJ,Ocean City,,,,,,
36180,24,47,"Worcester County, Maryland",Micropolitan,MD,Ocean Pines,,,,,,
36220,48,135,"Ector County, Texas",Metropolitan,TX,Odessa,,,,,,
36260,49,11,"Davis County, Utah",Metropolitan,UT,Ogden,Clearfield,,,,,
36260,49,29,"Morgan County, Utah",Metropolitan,UT,Ogden,Clearfield,,,,,
36260,49,57,"Weber County, Utah",Metropolitan,UT,Ogden,Clearfield,,,,,
36300,36,89,"St. Lawrence County, New York",Micropolitan,NY,Ogdensburg,Massena,,,,,
36340,42,121,"Venango County, Pennsylvania",Micropolitan,PA,Oil City,,,,,,
36380,12,93,"Okeechobee County, Florida",Micropolitan,FL,Okeechobee,,,,,,
36420,40,17,"Canadian County, Oklahoma",Metropolitan,OK,Oklahoma City,,,,,,
36420,40,27,"Cleveland County, Oklahoma",Metropolitan,OK,Oklahoma City,,,,,,
36420,40,51,"Grady County, Oklahoma",Metropolitan,OK,Oklahoma City,,,,,,
36420,40,81,"Lincoln County, Oklahoma",Metropolitan,OK,Oklahoma City,,,,,,
36420,40,83,"Logan County, Oklahoma",Metropolitan,OK,Oklahoma City,,,,,,
36420,40,87,"McClain County, Oklahoma",Metropolitan,OK,Oklahoma City,,,,,,
36420,40,109,"Oklahoma County, Oklahoma",Metropolitan,OK,Oklahoma City,,,,,,
36460,36,9,"Cattaraugus County, New York",Micropolitan,NY,Olean,,,,,,
36500,53,67,"Thurston County, Washington",Metropolitan,WA,Olympia,,,,,,
36540,19,85,"Harrison County, Iowa",Metropolitan,NE,Omaha,Council Bluffs,,,,,
36540,19,129,"Mills County, Iowa",Metropolitan,NE,Omaha,Council Bluffs,,,,,
36540,19,155,"Pottawattamie County, Iowa",Metropolitan,NE,Omaha,Council Bluffs,,,,,
36540,31,25,"Cass County, Nebraska",Metropolitan,NE,Omaha,Council Bluffs,,,,,
36540,31,55,"Douglas County, Nebraska",Metropolitan,NE,Omaha,Council Bluffs,,,,,
36540,31,153,"Sarpy County, Nebraska",Metropolitan,NE,Omaha,Council Bluffs,,,,,
36540,31,155,"Saunders County, Nebraska",Metropolitan,NE,Omaha,Council Bluffs,,,,,
36540,31,177,"Washington County, Nebraska",Metropolitan,NE,Omaha,Council Bluffs,,,,,
36580,36,77,"Otsego County, New York",Micropolitan,NY,Oneonta,,,,,,
36620,16,75,"Payette County, Idaho",Micropolitan,OR,Ontario,,,,,,
36620,41,45,"Malheur County, Oregon",Micropolitan,OR,Ontario,,,,,,
36660,22,97,"St. Landry Parish, Louisiana",Micropolitan,LA,Opelousas,Eunice,,,,,
36700,45,75,"Orangeburg County, South Carolina",Micropolitan,SC,Orangeburg,,,,,,
36740,12,69,"Lake County, Florida",Metropolitan,FL,Orlando,Kissimmee,,,,,
36740,12,95,"Orange County, Florida",Metropolitan,FL,Orlando,Kissimmee,,,,,
36740,12,97,"Osceola County, Florida",Metropolitan,FL,Orlando,Kissimmee,,,,,
36740,12,117,"Seminole County, Florida",Metropolitan,FL,Orlando,Kissimmee,,,,,
36780,55,139,"Winnebago County, Wisconsin",Metropolitan,WI,Oshkosh,Neenah,,,,,
36820,19,123,"Mahaska County, Iowa",Micropolitan,IA,Oskaloosa,,,,,,
36860,17,11,"Bureau County, Illinois",Micropolitan,IL,Ottawa,Streator,,,,,
36860,17,99,"LaSalle County, Illinois",Micropolitan,IL,Ottawa,Streator,,,,,
36860,17,155,"Putnam County, Illinois",Micropolitan,IL,Ottawa,Streator,,,,,
36900,19,179,"Wapello County, Iowa",Micropolitan,IA,Ottumwa,,,,,,
36940,27,147,"Steele County, Minnesota",Micropolitan,MN,Owatonna,,,,,,
36980,21,59,"Daviess County, Kentucky",Metropolitan,KY,Owensboro,,,,,,
36980,21,91,"Hancock County, Kentucky",Metropolitan,KY,Owensboro,,,,,,
36980,21,149,"McLean County, Kentucky",Metropolitan,KY,Owensboro,,,,,,
37020,26,155,"Shiawassee County, Michigan",Micropolitan,MI,Owosso,,,,,,
37060,28,71,"Lafayette County, Mississippi",Micropolitan,MS,Oxford,,,,,,
37100,6,111,"Ventura County, California",Metropolitan,CA,Oxnard,Thousand Oaks,Ventura,,,,
37140,17,127,"Massac County, Illinois",Micropolitan,KY,Paducah,,,,,,
37140,21,7,"Ballard County, Kentucky",Micropolitan,KY,Paducah,,,,,,
37140,21,139,"Livingston County, Kentucky",Micropolitan,KY,Paducah,,,,,,
37140,21,145,"McCracken County, Kentucky",Micropolitan,KY,Paducah,,,,,,
37220,32,23,"Nye County, Nevada",Micropolitan,NV,Pahrump,,,,,,
37260,12,107,"Putnam County, Florida",Micropolitan,FL,Palatka,,,,,,
37300,48,1,"Anderson County, Texas",Micropolitan,TX,Palestine,,,,,,
37340,12,9,"Brevard County, Florida",Metropolitan,FL,Palm Bay,Melbourne,Titusville,,,,
37380,12,35,"Flagler County, Florida",Metropolitan,FL,Palm Coast,,,,,,
37420,48,179,"Gray County, Texas",Micropolitan,TX,Pampa,,,,,,
37420,48,393,"Roberts County, Texas",Micropolitan,TX,Pampa,,,,,,
37460,12,5,"Bay County, Florida",Metropolitan,FL,Panama City,Lynn Haven,,,,,
37500,5,55,"Greene County, Arkansas",Micropolitan,AR,Paragould,,,,,,
37540,47,79,"Henry County, Tennessee",Micropolitan,TN,Paris,,,,,,
37580,48,277,"Lamar County, Texas",Micropolitan,TX,Paris,,,,,,
37620,39,167,"Washington County, Ohio",Metropolitan,WV,Parkersburg,Marietta,Vienna,,,,
37620,54,73,"Pleasants County, West Virginia",Metropolitan,WV,Parkersburg,Marietta,Vienna,,,,
37620,54,105,"Wirt County, West Virginia",Metropolitan,WV,Parkersburg,Marietta,Vienna,,,,
37620,54,107,"Wood County, West Virginia",Metropolitan,WV,Parkersburg,Marietta,Vienna,,,,
37660,20,99,"Labette County, Kansas",Micropolitan,KS,Parsons,,,,,,
37700,28,39,"George County, Mississippi",Metropolitan,MS,Pascagoula,,,,,,
37700,28,59,"Jackson County, Mississippi",Metropolitan,MS,Pascagoula,,,,,,
37740,4,7,"Gila County, Arizona",Micropolitan,AZ,Payson,,,,,,
37780,48,389,"Reeves County, Texas",Micropolitan,TX,Pecos,,,,,,
37800,19,125,"Marion County, Iowa",Micropolitan,IA,Pella,,,,,,
37820,41,49,"Morrow County, Oregon",Micropolitan,OR,Pendleton,Hermiston,,,,,
37820,41,59,"Umatilla County, Oregon",Micropolitan,OR,Pendleton,Hermiston,,,,,
37860,12,33,"Escambia County, Florida",Metropolitan,FL,Pensacola,Ferry Pass,Brent,,,,
37860,12,113,"Santa Rosa County, Florida",Metropolitan,FL,Pensacola,Ferry Pass,Brent,,,,
37900,17,123,"Marshall County, Illinois",Metropolitan,IL,Peoria,,,,,,
37900,17,143,"Peoria County, Illinois",Metropolitan,IL,Peoria,,,,,,
37900,17,175,"Stark County, Illinois",Metropolitan,IL,Peoria,,,,,,
37900,17,179,"Tazewell County, Illinois",Metropolitan,IL,Peoria,,,,,,
37900,17,203,"Woodford County, Illinois",Metropolitan,IL,Peoria,,,,,,
37940,18,103,"Miami County, Indiana",Micropolitan,IN,Peru,,,,,,
37980,10,3,"New Castle County, Delaware",Metropolitan,PA,Philadelphia,Camden,Wilmington,,,,
37980,24,15,"Cecil County, Maryland",Metropolitan,PA,Philadelphia,Camden,Wilmington,,,,
37980,34,5,"Burlington County, New Jersey",Metropolitan,PA,Philadelphia,Camden,Wilmington,,,,
37980,34,7,"Camden County, New Jersey",Metropolitan,PA,Philadelphia,Camden,Wilmington,,,,
37980,34,15,"Gloucester County, New Jersey",Metropolitan,PA,Philadelphia,Camden,Wilmington,,,,
37980,34,33,"Salem County, New Jersey",Metropolitan,PA,Philadelphia,Camden,Wilmington,,,,
37980,42,17,"Bucks County, Pennsylvania",Metropolitan,PA,Philadelphia,Camden,Wilmington,,,,
